@relation myelo-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S43

@attribute X475 numeric
@attribute X1747 numeric
@attribute X1836 numeric
@attribute X2027 numeric
@attribute X2151 numeric
@attribute X2490 numeric
@attribute X2555 numeric
@attribute X4478 numeric
@attribute X4678 numeric
@attribute X5006 numeric
@attribute X5798 numeric
@attribute X5818 numeric
@attribute X5847 numeric
@attribute X6364 numeric
@attribute X6964 numeric
@attribute X8465 numeric
@attribute X9816 numeric
@attribute X9982 numeric
@attribute X10245 numeric
@attribute X10996 numeric
@attribute X11119 numeric
@attribute X11904 numeric
@attribute X12864 numeric
@attribute X13114 numeric
@attribute X13723 numeric
@attribute X14771 numeric
@attribute X15717 numeric
@attribute X15955 numeric
@attribute X19146 numeric
@attribute X19219 numeric
@attribute X19552 numeric
@attribute X19796 numeric
@attribute X20226 numeric
@attribute X20362 numeric
@attribute X21599 numeric
@attribute X21714 numeric
@attribute X22321 numeric
@attribute X22538 numeric
@attribute X23179 numeric
@attribute X23392 numeric
@attribute X23420 numeric
@attribute X23812 numeric
@attribute X24579 numeric
@attribute X24752 numeric
@attribute X26099 numeric
@attribute X26194 numeric
@attribute X26409 numeric
@attribute X26781 numeric
@attribute X26996 numeric
@attribute X27036 numeric
@attribute X28409 numeric
@attribute X29230 numeric
@attribute X29419 numeric
@attribute X29873 numeric
@attribute X30054 numeric
@attribute X30078 numeric
@attribute X30911 numeric
@attribute X31198 numeric
@attribute X31556 numeric
@attribute X31940 numeric
@attribute X31942 numeric
@attribute X32075 numeric
@attribute X32935 numeric
@attribute X33797 numeric
@attribute X33847 numeric
@attribute X34097 numeric
@attribute X34540 numeric
@attribute X34603 numeric
@attribute X34980 numeric
@attribute X35311 numeric
@attribute X35471 numeric
@attribute X35614 numeric
@attribute X36104 numeric
@attribute X38015 numeric
@attribute X38596 numeric
@attribute X39062 numeric
@attribute X39719 numeric
@attribute X39743 numeric
@attribute X40671 numeric
@attribute X42175 numeric
@attribute X42304 numeric
@attribute X42413 numeric
@attribute X44910 numeric
@attribute X45637 numeric
@attribute X45787 numeric
@attribute X45934 numeric
@attribute X46641 numeric
@attribute X46868 numeric
@attribute X47564 numeric
@attribute X48223 numeric
@attribute X48745 numeric
@attribute X49627 numeric
@attribute X50416 numeric
@attribute X50619 numeric
@attribute X51054 numeric
@attribute X51731 numeric
@attribute X52112 numeric
@attribute X52479 numeric
@attribute X52681 numeric
@attribute X52737 numeric
@attribute myelo.columns.disease.state {healthy,'myelodysplastic syndrome'}

@data
10.9842,1291.1,16.2349,15.2118,20.892,9.04636,616.693,9.00248,12.0475,17.192,11.6317,45.252,11.4364,35.4447,7.82451,16.3771,12.7913,3710.06,17.1815,9.41067,90.1684,72.0566,1951.66,280.41,28.91,173.218,27.2987,137.919,16.6531,44.5532,7.95754,26.6842,508.007,18.7296,26.1551,1054.74,180.948,110.384,189.187,432.467,13.4723,336.477,69.7906,19.0645,8.59525,247.354,16.0304,25.5811,58.66,424.41,95.7645,18.2501,47.5533,28.7936,8.22391,8.34026,23.3696,15.2233,31.9851,20.7308,123.8,37.5354,20.7727,52.7537,1462.11,1527.47,647.495,30.0645,105.425,185.301,335.993,285.671,183.627,674.809,25.5222,20.3593,29.3761,48.5066,20.6146,16.6832,7.27169,19.2523,63.0468,11.2696,47.0472,13.2166,7.89415,54.6493,10.3735,19.5007,11.3731,15.3954,23.017,7.64177,13.4646,7.09778,190.41,26.981,45.0454,9.89959,'myelodysplastic syndrome'
14.2562,842.679,13.8124,19.4201,24.1362,12.7059,305.732,9.70433,11.6371,12.2078,14.8587,20.6265,14.7059,31.4492,7.02705,13.6994,13.9524,2671.55,30.7701,9.69909,58.6114,94.4081,3081.62,405.052,15.8581,115.61,21.0203,166.176,25.0603,43.739,7.69149,20.2861,688.462,20.4829,33.3043,1004.71,207.852,128.614,255.118,438.585,20.7032,380.607,37.0385,15.6087,10.3317,235.816,20.9485,31.5661,52.0252,450.304,109.671,20.9651,83.462,31.8586,13.0088,9.89531,19.505,17.2826,29.5779,22.1786,63.457,58.4997,22.624,91.9016,1543.06,1171.56,290.873,15.8489,107.341,160.112,263.43,203.921,160.678,433.824,28.9726,21.4371,25.7735,51.2588,26.3613,12.3405,8.9517,17.923,79.2401,12.6074,34.6431,13.1852,6.80926,62.7794,9.1995,19.7055,15.7057,21.6357,35.8698,7.35653,13.0896,7.64563,112.577,35.4548,29.5619,10.214,'myelodysplastic syndrome'
22.7302,934.128,18.1701,23.3569,39.2642,12.9769,332.801,7.88705,16.0108,11.5336,11.0278,34.0664,21.4,16.9396,7.50428,15.1773,23.9198,4455.24,17.3913,9.16973,135.208,101.534,1889.47,2620.65,21.7419,124.785,23.3645,127.935,12.8564,63.2333,14.0594,22.1738,777.885,29.6697,38.0774,1286.41,224.234,63.1832,177.82,279.522,8.7603,281.341,20.7286,24.4618,10.9179,157.719,20.4755,61.8055,75.6746,458.505,129.306,21.2893,43.84,27.1927,13.6423,10.5218,26.9819,18.6461,26.3879,42.9211,81.0035,44.0077,36.548,45.7569,616.582,1452.45,215.034,26.1834,50.7517,197.217,469.03,242.309,77.4563,300.599,29.8025,25.5461,30.4449,58.6812,33.7318,11.1019,8.5139,42.237,94.4557,12.3032,40.0499,11.3298,6.51272,62.9016,11.7234,26.6621,12.0844,16.505,29.9618,7.49294,9.14927,7.52323,125.136,22.071,16.5336,12.1736,'myelodysplastic syndrome'
24.2276,756.795,17.38,21.3546,47.3874,11.6388,320.367,9.63085,14.2999,17.5955,10.5021,30.0569,13.4471,16.0819,7.04023,15.8935,21.4255,4366.58,16.6136,9.26602,100.856,71.8338,3103.9,132.16,24.4882,146.597,23.0303,89.6874,19.1816,60.6236,13.3891,25.1063,267.658,17.7393,28.5334,907.624,279.583,72.2281,186.4,243.877,10.6568,213.014,18.1374,21.8267,10.0498,106.452,23.8338,47.2204,79.2343,330.935,72.9235,32.7334,55.5384,32.4633,14.7313,9.98124,15.8775,17.1475,19.132,22.5476,30.3398,53.6197,25.7475,48.8362,1182.67,1071.2,265.995,24.1118,102.121,178.526,214.871,177.041,211.112,342.939,29.7724,26.3689,34.0026,66.4227,27.8369,10.5533,8.45095,35.4817,93.5954,14.0878,33.9549,12.1657,6.4837,79.2544,9.25868,35.6226,13.0698,14.614,34.2978,8.23873,13.7488,7.59566,166.021,19.7375,44.4538,12.9816,'myelodysplastic syndrome'
21.0514,1123.65,18.6636,18.543,36.5296,12.8856,454.624,8.72628,13.3405,13.9826,12.1106,22.8765,14.318,28.2338,7.43272,16.0385,37.5003,3619.37,14.1406,11.897,9.54451,118.426,1003.84,288.993,20.1782,153.46,22.1036,94.9812,17.4925,48.5171,10.2605,25.0846,213.222,21.645,32.1746,1093.46,406.294,55.9279,167.113,282.611,8.46497,394.454,13.9886,22.5443,9.58309,126.605,16.8632,51.8195,77.0222,304.271,80.9771,20.2875,55.4585,36.1214,9.98195,9.72428,20.1593,19.8867,39.1174,24.8517,84.0716,47.8713,22.4762,60.8555,1656.19,951.551,188.921,22.5532,71.3026,123.35,274.949,266.696,235.256,528.731,25.3353,28.1922,25.8441,74.2383,24.3615,12.7242,7.84313,31.2741,83.6275,12.0783,36.3642,11.2817,6.76671,76.4749,11.2234,35.5073,12.3236,18.2698,38.1186,7.23929,17.9256,11.2428,114.879,23.5563,12.7315,14.2101,'myelodysplastic syndrome'
19.0989,1284.97,14.7366,22.5988,33.2672,12.7609,426.234,8.21768,14.6678,12.4728,11.0135,25.9785,15.4187,24.6795,8.23754,13.3814,22.7106,3439.63,19.5838,9.44803,145.839,77.5457,2584.46,1695.49,22.5427,106.218,19.3873,131.051,16.3753,54.6789,12.7279,23.9267,1590.59,18.2514,37.717,1010.26,303.581,75.7893,167.982,282.387,11.7192,405.475,40.9228,17.1512,8.96849,167.462,19.7411,45.4644,53.7202,344.585,83.2608,21.7733,49.756,33.2948,11.9433,9.23071,20.2481,18.05,32.1398,21.0802,75.5766,59.1055,33.5355,72.4314,2375.11,984.323,376.028,20.579,70.1005,148.083,303.056,216.987,112.618,382.945,25.4817,22.8534,27.8771,59.55,24.232,9.50197,8.01796,27.8761,55.8877,12.683,33.9488,12.7968,6.44365,58.3986,9.91529,31.8517,11.1284,17.5638,46.0048,8.33305,11.7801,7.77002,115.994,25.9066,40.0038,12.9265,'myelodysplastic syndrome'
12.8801,1310.07,15.5223,20.66,23.9802,17.9204,530.677,10.5925,13.6752,15.1473,17.4465,21.4943,12.4082,53.325,6.64879,12.4817,14.4652,3650.27,20.4777,10.5301,41.3935,101.967,1454.23,247.791,36.5665,131.941,30.0439,94.517,15.9268,50.3384,7.54984,26.2154,188.33,20.4283,51.0267,1102.13,207.045,123.987,133.972,479.675,9.03822,408.422,47.4694,21.6295,10.2413,228.178,17.3113,36.7673,69.7378,413.589,117.677,17.2889,88.4107,31.3034,8.33966,10.5422,22.4406,13.1482,26.8211,23.9439,65.3029,63.4569,20.0175,126.459,1161.56,1310.73,391.947,20.9621,141.085,227.784,294.151,305.754,282.01,558.65,23.2939,22.5297,21.7796,46.733,25.3243,11.1613,7.16457,19.6269,88.3343,8.97237,39.1315,16.9705,6.55179,51.0782,9.03203,25.7262,17.4604,22.7679,30.4954,8.87912,10.6999,9.20216,119.963,25.9533,28.8892,10.7974,'myelodysplastic syndrome'
13.4937,1115.03,14.6319,19.2197,27.7318,14.5751,595.774,10.1901,13.1061,15.4671,12.8093,24.3002,11.4447,28.4759,6.23225,11.5673,12.4306,3786.75,19.1017,10.8661,23.7301,146.038,1999.48,1299.49,30.3267,120.665,29.4991,103.835,23.2486,43.2751,7.37564,20.7308,361.275,17.0145,32.0681,1164.66,260.486,125.805,220.041,419.697,7.51131,338.13,41.1883,24.3633,8.84911,269.749,17.3788,28.2389,69.788,476.197,111.6,19.3343,110.281,27.5397,8.71811,9.1039,18.8664,16.8973,40.4297,21.297,253.707,49.8278,24.0511,77.0445,1572.81,1093.58,259.615,17.5948,131.429,213.575,287.819,253.872,222.216,734.687,22.8123,23.4404,28.6405,49.6486,24.7222,12.881,8.12731,21.103,93.0341,11.72,45.9452,14.7568,7.44558,53.4192,10.1912,20.4202,14.4798,19.0028,36.2857,7.30214,17.2267,7.34594,125.887,32.809,19.6956,9.58171,'myelodysplastic syndrome'
13.1681,681.012,15.1992,20.4851,22.3084,12.9751,717.348,9.45757,13.5536,12.0736,11.062,24.1327,11.1589,12.5804,7.07276,16.1056,17.7227,4630.66,32.2187,11.2226,79.5561,160.424,2955.5,563.156,20.3065,125.389,22.6224,102.896,38.4718,42.9366,8.21798,20.6607,1387.5,15.6481,42.5118,1279.01,162.547,111.894,110.863,273.034,10.0447,283.324,138.073,20.4504,10.4387,221.138,19.6885,25.5461,65.6945,636.716,147.87,21.7059,167.378,41.5998,9.48623,10.0919,20.8311,18.0305,41.0668,18.1936,229.928,55.6827,20.8702,53.0051,1711.14,1228.39,589.518,26.2041,165.257,219.092,298.129,308.92,60.5712,723.134,26.1815,23.7275,20.0434,47.8506,26.4869,14.6366,9.10784,27.7828,106.233,11.4331,39.0442,12.0262,7.32533,48.3322,9.31757,29.7918,13.3978,21.1563,33.7293,8.80142,13.0003,7.81099,102.453,17.8966,17.8766,10.8857,'myelodysplastic syndrome'
19.446,719.004,17.605,20.9236,33.0939,14.0371,456.297,8.02086,14.0386,12.9359,9.96902,25.8199,13.8273,19.5377,6.42464,13.8263,19.1085,3632.95,18.6845,11.3257,20.1332,143.23,1755.53,165.394,36.4796,98.3517,24.4107,133.001,18.0786,67.2267,7.78347,49.3988,125.208,25.0557,33.8121,903.514,238.929,110.879,177.143,513.249,10.2317,515.323,11.6821,20.0651,11.2468,332.477,22.9921,40.5785,74.5061,290.748,100.544,67.7568,109.253,53.5734,10.9676,10.6783,22.1706,19.7141,25.8292,22.642,44.706,55.7028,18.4152,159.169,2299.5,1050.76,596.783,18.2133,61.4237,149.8,358.656,304.15,110.528,444.839,28.0887,29.0708,25.4689,56.0086,32.7523,9.2988,8.35289,19.4348,33.5572,11.7929,57.2632,17.555,7.28113,55.0009,9.60729,28.983,12.7297,18.8067,31.5821,7.40812,13.8512,7.44558,132.036,19.367,11.587,13.6826,'myelodysplastic syndrome'
15.5806,1196.34,17.0477,14.8673,25.1915,10.2045,471.129,8.76977,11.2935,16.2011,11.1332,40.4632,9.34042,15.4532,7.10699,13.2681,17.6793,5915.99,17.7023,12.4485,37.8818,186.332,3241.95,119.562,33.7828,132.189,21.1868,98.1111,30.389,74.2115,7.0306,22.2426,98.8294,19.9771,30.3441,1539.07,448.459,155.855,155.183,450.142,9.09538,337.485,32.0728,20.9425,9.56654,249.87,16.6304,32.4213,60.7438,594.038,150.949,28.2735,58.3986,57.4678,11.7158,8.71372,18.8325,14.7632,27.3164,17.2571,40.5976,52.4619,19.4628,89.3456,1671.66,1614.37,422.276,18.136,179.235,116.228,214.871,286.702,177.513,925.586,25.8181,19.0549,24.0528,42.2797,20.6295,9.85476,8.12262,20.2481,48.2974,13.9967,56.442,10.9407,7.85727,38.0747,10.3697,23.7994,13.3169,16.3311,27.0832,7.98856,17.7036,7.57162,121.976,21.6178,10.2708,10.4605,'myelodysplastic syndrome'
14.4132,1009.57,13.1558,16.4368,22.0162,11.6905,681.11,7.53951,12.825,15.6205,11.3896,26.9285,10.1006,14.677,7.56562,13.0726,17.0809,4803.79,17.0796,12.0003,237.787,144.521,2977.3,789.316,30.1046,95.0017,23.8217,87.7823,22.6134,50.322,6.70025,22.5346,127.548,18.704,26.0591,1597.59,393.078,146.872,185.462,457.235,10.0541,359.342,52.4826,23.4184,8.67738,310.013,14.9505,35.2625,61.5389,615.871,129.157,17.1746,66.7778,34.8283,9.92888,8.3927,20.4298,13.9544,31.7486,14.7951,37.6261,40.7925,25.4011,69.1475,1485.79,1315.27,648.382,18.6838,185.008,147.593,193.724,337.716,174.74,790.825,25.1208,17.1536,18.9086,64.2945,20.6176,12.9666,7.19924,18.4577,70.4448,14.1569,42.6868,10.985,6.91505,46.7297,10.325,22.2522,11.989,17.2267,22.6648,7.57435,18.6408,7.65279,140.922,32.822,11.5341,9.3122,'myelodysplastic syndrome'
11.4381,1074.02,18.1086,15.2392,20.289,10.3332,507.933,7.70702,12.4508,24.708,12.1368,24.7151,9.61283,14.3798,7.26489,13.2528,16.8329,5543.76,19.287,11.5324,50.8322,161.038,3049.37,29.5513,29.3825,138.696,21.196,92.7095,30.2972,95.1524,8.06025,22.9309,258.095,18.0435,42.1853,1964.14,313.709,156.869,216.223,483.596,14.5719,272.189,57.9188,20.5775,7.7773,296.651,13.8552,32.0843,57.1293,690.124,118.221,17.3775,74.3078,34.8609,11.4183,10.0324,22.1946,16.682,39.4315,19.1623,47.7558,69.5572,23.0004,65.6614,1417.61,1537.18,743.5,18.5363,224.72,105.547,266.58,338.813,164.012,952.099,28.4985,19.7724,55.0445,51.5365,18.05,15.5369,7.80087,17.976,50.2423,11.1171,43.132,12.9723,6.45573,52.7879,10.4779,23.8784,11.5882,16.9436,22.6714,7.18421,15.9061,6.96355,138.008,24.9576,9.79036,11.5274,'myelodysplastic syndrome'
11.9434,566.901,10.9715,14.133,23.2537,10.9281,397.936,7.5482,13.5898,9.35491,9.78331,16.6663,9.94605,13.2044,7.46438,14.0715,17.1221,3855.72,16.4931,12.2078,302.566,124.327,4176.88,1158.51,23.9853,120.909,23.0635,99.1128,26.6266,60.0714,7.07378,30.8556,195.618,20.4372,34.1352,1872.93,298.076,94.184,243.394,276.508,14.3036,468.439,25.7976,17.1215,9.55414,341.398,15.2244,31.8609,58.0839,418.731,98.5574,17.3013,63.9711,28.4288,9.14071,9.32026,16.4114,11.927,40.099,19.6743,116.4,59.7176,23.4404,83.111,2474.5,1413.12,770.105,16.805,67.7469,108.258,276.159,265.411,110.027,704.721,22.6779,20.6756,38.5106,51.1187,22.9094,10.5875,6.94751,18.2856,66.8259,11.2064,34.304,11.8995,6.84171,52.3977,8.76282,23.1242,11.2201,13.8562,21.5191,7.43165,12.2519,7.32375,85.7816,16.9137,11.2882,10.4635,'myelodysplastic syndrome'
