@relation X05_prostata-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S42

@attribute X.126 numeric
@attribute X.269 numeric
@attribute X.478 numeric
@attribute X.572 numeric
@attribute X.661 numeric
@attribute X.779 numeric
@attribute X.970 numeric
@attribute X.1221 numeric
@attribute X.1416 numeric
@attribute X.1532 numeric
@attribute X.1568 numeric
@attribute X.1684 numeric
@attribute X.2028 numeric
@attribute X.2395 numeric
@attribute X.2404 numeric
@attribute X.2415 numeric
@attribute X.2447 numeric
@attribute X.2589 numeric
@attribute X.2590 numeric
@attribute X.2638 numeric
@attribute X.2721 numeric
@attribute X.2800 numeric
@attribute X.2832 numeric
@attribute X.2854 numeric
@attribute X.2881 numeric
@attribute X.3065 numeric
@attribute X.3228 numeric
@attribute X.3232 numeric
@attribute X.3264 numeric
@attribute X.3335 numeric
@attribute X.3446 numeric
@attribute X.3480 numeric
@attribute X.3579 numeric
@attribute X.3599 numeric
@attribute X.3652 numeric
@attribute X.3885 numeric
@attribute X.4041 numeric
@attribute X.4075 numeric
@attribute X.4265 numeric
@attribute X.4475 numeric
@attribute X.4671 numeric
@attribute X.4685 numeric
@attribute X.4782 numeric
@attribute X.4816 numeric
@attribute X.4841 numeric
@attribute X.5418 numeric
@attribute X.5520 numeric
@attribute X.5687 numeric
@attribute X.6243 numeric
@attribute X.6429 numeric
@attribute X.6538 numeric
@attribute X.6584 numeric
@attribute X.6608 numeric
@attribute X.6701 numeric
@attribute X.6793 numeric
@attribute X.7055 numeric
@attribute X.7152 numeric
@attribute X.7161 numeric
@attribute X.7346 numeric
@attribute X.7615 numeric
@attribute X.7970 numeric
@attribute X.8036 numeric
@attribute X.8101 numeric
@attribute X.8174 numeric
@attribute X.8422 numeric
@attribute X.8437 numeric
@attribute X.8528 numeric
@attribute X.8572 numeric
@attribute X.8864 numeric
@attribute X.8897 numeric
@attribute X.9037 numeric
@attribute X.9057 numeric
@attribute X.9296 numeric
@attribute X.9319 numeric
@attribute X.9589 numeric
@attribute X.9924 numeric
@attribute X.9926 numeric
@attribute X.10013 numeric
@attribute X.10134 numeric
@attribute X.10164 numeric
@attribute X.10229 numeric
@attribute X.10250 numeric
@attribute X.10468 numeric
@attribute X.10723 numeric
@attribute X.10774 numeric
@attribute X.10824 numeric
@attribute X.10866 numeric
@attribute X.10986 numeric
@attribute X.11190 numeric
@attribute X.11426 numeric
@attribute X.11481 numeric
@attribute X.11525 numeric
@attribute X.11626 numeric
@attribute X.11651 numeric
@attribute X.11820 numeric
@attribute X.11824 numeric
@attribute X.12007 numeric
@attribute X.12042 numeric
@attribute X.12241 numeric
@attribute X.12284 numeric
@attribute class {normal,tumor}

@data
17,2,56,2,0,7,23,63,4,-4,92,3,7,86,12,-21,1530,5,6,-23,-39,13,3,74,70,4,-18,6,-6,158,-4,-19,5,-9,14,-9,17,-7,17,-1,-5,-4,4,6,25,-29,-6,4,20,20,46,8,157,-8,19,19,5,24,322,28,13,17,-5,15,57,35,15,105,287,159,4,44,14,7,-1,10,78,5,26,18,-8,3,19,126,-19,7,3,4,0,0,-1,-1,180,1,5,-3,41,-5,32,5,normal
35,-1,123,11,35,25,80,214,2,80,260,12,10,336,-30,-36,205,9,33,-63,-117,30,77,185,243,15,-42,-7,14,-31,-15,-34,18,-25,23,2,56,9,5,-18,-18,22,-3,3,56,-98,-36,-38,15,44,36,10,487,-127,27,45,-39,49,49,-1,27,39,20,-3,60,18,8,33,849,80,12,132,-11,10,2,21,262,11,-63,36,-36,19,123,220,-21,0,7,-3,-2,-14,4,2,-68,-35,14,-9,112,-23,76,6,normal
0,26,17,0,4,1,2,18,1,-2,45,0,0,46,-5,-3,1446,-1,2,-6,-3,4,0,13,21,4,-8,2,-1,288,0,-9,2,0,8,0,8,0,22,0,0,0,1,3,17,4,2,13,16,20,22,44,107,15,16,10,34,11,343,70,18,12,7,20,40,62,16,151,49,213,3,37,14,31,5,8,29,1,23,3,-6,3,7,45,-5,33,0,0,20,4,-2,0,187,6,2,0,21,5,14,15,normal
4,13,42,0,5,6,9,21,5,-1,44,6,-1,88,-10,-11,1739,4,3,-6,-5,6,2,60,32,1,-10,-1,-1,331,-2,0,4,3,2,1,23,-3,11,2,0,2,-1,12,24,-22,4,11,18,32,36,93,181,-2,17,11,41,11,258,62,22,13,11,20,41,45,16,153,137,151,1,64,13,38,3,5,45,4,22,8,-3,6,11,81,-8,38,1,4,23,-2,1,-11,111,7,6,-1,20,2,20,22,normal
0,20,20,1,3,3,12,20,0,-3,39,7,-1,78,1,-7,1289,2,2,1,-6,5,6,30,19,2,-1,-1,0,277,-3,-10,7,1,6,5,4,3,28,0,7,4,0,11,20,-7,2,29,28,8,25,8,113,0,9,14,34,10,218,50,14,8,13,25,30,64,23,138,82,207,1,33,11,22,5,7,35,1,63,1,-3,6,11,48,-4,29,1,2,18,0,-2,-3,205,12,11,0,34,1,15,6,normal
0,2,38,0,2,2,7,20,0,-3,37,3,-1,59,17,-7,1027,3,2,-4,-8,7,6,37,22,3,-6,3,-6,170,-1,-4,1,2,12,0,1,0,32,0,2,1,1,6,20,4,2,16,15,19,15,6,115,20,17,16,31,19,274,59,20,25,6,30,38,61,22,120,69,177,1,34,13,22,2,4,36,1,82,1,-6,4,10,50,-6,22,0,2,14,0,-5,-4,280,9,3,-3,39,0,14,7,normal
9,10,58,0,5,2,10,27,2,-2,42,5,1,31,-6,-6,1713,5,4,-6,-4,2,7,44,32,1,-7,-3,0,318,0,-4,4,0,5,0,9,4,20,0,3,8,0,10,42,3,0,13,10,33,39,343,93,-8,17,11,15,14,290,73,24,12,9,26,34,41,23,187,94,164,3,57,18,55,2,6,37,2,15,2,-4,5,15,81,-6,19,-1,1,37,-3,2,-11,146,4,3,-3,10,2,22,17,normal
-2,21,55,4,4,5,13,31,0,-10,51,5,-1,71,5,-3,1789,-5,1,-3,-6,7,15,48,27,7,-1,-1,-8,248,-3,-6,3,-1,14,-1,6,8,25,2,1,9,-4,5,19,9,3,15,19,27,24,56,97,-3,26,11,41,14,226,58,28,14,9,25,33,37,14,156,106,145,-2,44,14,31,7,2,41,0,11,5,1,1,3,54,-1,9,0,-3,11,-2,-2,-11,236,7,9,-2,39,4,20,4,normal
4,10,63,-1,6,8,19,27,-1,-7,45,2,0,77,-18,-7,1971,13,-1,-7,-8,13,2,51,20,-2,-9,2,-1,289,-5,-9,7,2,2,0,1,3,11,-1,1,-5,-3,-3,18,-14,2,11,28,24,7,54,144,-9,20,14,38,11,253,56,17,10,12,19,27,32,12,220,129,148,4,51,16,27,10,6,44,2,13,9,0,5,10,64,-5,26,4,9,17,0,-1,-17,171,7,3,-5,20,-7,6,10,normal
8,33,143,9,11,1,9,143,9,-8,58,11,-8,157,-28,-12,3313,12,5,-20,-58,19,3,98,20,2,-3,-2,3,232,-16,-15,21,0,6,-10,21,30,16,0,-6,8,6,13,41,-56,-6,9,17,46,28,182,240,-40,14,16,41,30,514,73,64,1,-22,20,62,35,22,140,195,159,13,76,9,44,7,6,96,12,21,22,-11,17,66,139,-6,40,10,12,5,-19,-13,-24,102,-10,6,3,51,4,43,34,normal
11,1,78,6,0,16,0,37,1,0,61,4,12,53,1,-18,1994,8,-5,8,-16,21,6,64,55,1,-6,-4,6,277,-5,5,3,-2,9,8,-2,0,24,-3,1,-14,-8,23,49,1,1,13,14,26,16,15,119,6,9,9,23,23,175,68,24,9,1,30,36,64,15,191,179,153,0,41,13,15,6,-3,33,8,61,14,-11,8,10,87,0,3,0,-1,15,7,-5,-2,280,-3,10,-6,26,4,27,2,normal
15,-2,127,3,-2,11,10,68,10,-1,38,8,13,164,9,-11,2037,14,12,11,-81,28,30,155,103,7,-6,6,2,196,-11,-9,12,-5,0,-6,20,-24,24,-7,1,-5,-2,25,49,-44,-9,-17,34,34,57,26,219,-45,8,17,34,33,292,31,27,11,0,11,63,31,19,193,337,119,7,87,11,24,12,10,107,5,8,11,-9,4,31,180,-19,18,0,16,4,-10,-4,-6,29,6,-4,2,53,-2,8,14,normal
0,10,68,-4,5,4,2,35,5,-3,35,2,5,53,-13,-11,2370,1,0,6,-11,7,-3,76,29,-5,-15,-5,-2,230,-4,-16,4,-4,7,-1,12,7,15,-1,-1,2,3,14,37,11,-3,12,24,26,5,59,170,-1,17,10,52,20,315,53,29,15,4,22,47,52,13,168,158,129,4,72,10,35,9,3,44,4,9,10,3,8,17,117,-10,36,-2,3,15,-4,0,-11,123,2,6,-5,19,1,24,10,normal
10,4,29,0,0,0,6,29,1,0,47,7,1,76,-10,-3,1727,7,8,-3,-8,6,10,53,33,-1,-12,3,-7,297,-4,-7,6,-1,11,1,13,-1,16,-1,5,-4,1,4,30,0,3,17,19,20,12,110,131,-10,14,10,8,20,255,46,23,12,-1,25,51,59,9,320,118,134,-1,56,12,20,5,6,45,5,33,8,-4,5,13,35,-8,26,4,2,7,-1,-1,-1,221,8,4,-2,28,6,12,6,normal
107,142,490,-34,10,58,-32,166,-51,-7,-38,36,-8,524,-130,-103,23,87,79,-118,-188,57,-4,313,317,100,-4,-14,-59,44,-41,-55,21,-2,69,-17,49,-10,-28,7,-43,65,-11,40,119,-122,16,-49,7,40,66,-60,528,-307,-6,44,34,110,51,39,98,106,54,32,150,119,-4,-121,823,43,27,181,-66,22,120,56,215,31,-170,42,-36,31,192,474,-89,-28,3,-30,-4,-29,30,-35,0,31,55,-75,165,-16,139,-14,normal
3,12,24,-5,3,7,9,23,0,-3,39,1,-5,71,0,-6,1586,0,-1,-7,-19,6,10,51,29,5,-4,-1,1,207,0,-11,6,-2,16,-1,3,-2,30,0,4,-2,1,7,31,9,1,9,21,23,18,15,103,12,16,14,31,14,301,66,33,12,2,23,48,42,15,157,77,179,2,59,4,25,2,5,38,0,54,7,-6,5,7,52,-2,26,2,0,5,-5,1,1,221,-1,4,-4,33,2,8,7,normal
3,15,29,5,0,5,8,32,5,-1,26,5,0,67,-15,-10,1575,5,0,4,-14,2,12,46,28,2,12,2,-1,260,-2,-11,9,-2,4,0,14,4,18,1,2,3,0,4,24,-12,-1,18,22,23,25,28,124,13,18,12,44,4,240,65,23,16,5,14,44,51,16,141,120,153,3,57,11,40,13,1,43,3,15,6,0,10,18,49,-9,23,1,5,11,0,0,-9,148,14,10,6,31,-3,11,11,normal
-5,5,-5,0,4,2,6,17,0,-13,13,6,2,81,2,-5,1358,2,-2,5,-3,6,1,34,20,0,-3,2,0,219,-4,-14,5,-1,10,4,8,0,19,0,8,3,4,10,19,4,2,21,22,21,12,92,70,26,16,18,43,20,218,66,36,18,1,29,30,55,22,200,17,165,1,46,13,29,0,5,25,0,153,6,-1,8,10,6,-4,28,0,2,13,2,1,-3,170,14,3,8,57,2,14,9,normal
1,11,-5,0,0,0,7,7,3,-1,6,4,0,51,12,-2,1417,0,0,0,0,1,3,22,10,2,-1,3,0,222,0,-3,1,0,13,2,3,3,25,1,11,5,2,7,19,21,1,22,19,22,12,46,66,19,19,12,32,22,195,56,27,22,8,25,28,55,18,175,18,194,0,31,11,26,2,7,20,1,39,2,-1,1,6,15,-1,18,0,0,14,2,2,7,281,11,3,-2,71,0,7,5,normal
3,10,8,0,2,3,8,16,6,-1,28,6,-1,62,6,-5,1305,2,2,2,-4,3,0,60,25,2,-4,0,-4,219,0,-15,3,0,6,11,6,-3,29,1,8,0,1,6,26,21,-1,21,18,10,13,25,97,12,19,13,33,10,209,54,20,25,10,32,49,49,27,123,34,161,1,31,9,25,2,8,33,1,90,2,-4,1,8,16,-1,19,0,1,7,0,1,2,232,9,8,0,51,2,14,5,normal
0,12,0,1,2,0,5,14,4,0,52,2,3,49,-4,-5,1087,-1,0,0,-4,3,3,34,17,1,-2,1,-1,246,0,-11,2,0,7,4,15,3,21,0,4,0,0,8,11,12,3,24,26,13,9,7,77,34,29,8,48,9,237,45,18,12,0,16,38,70,12,255,32,210,1,55,9,16,2,2,24,1,40,4,-1,2,7,5,-4,45,0,1,11,0,0,2,207,10,2,1,28,12,9,11,normal
0,12,6,0,0,1,0,11,3,-4,23,3,0,43,0,-4,1274,0,0,7,0,2,5,21,18,2,-4,1,-3,259,0,-10,3,0,8,2,4,2,25,1,9,4,-1,11,21,14,0,14,19,28,11,59,62,41,22,12,32,27,272,63,31,14,3,29,38,58,22,160,29,179,3,44,14,38,1,4,22,-2,63,2,-2,1,4,15,0,31,0,-1,20,0,0,2,226,10,0,0,26,1,4,12,normal
