@relation X01_leukemia-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S42

@attribute X.63 numeric
@attribute X.64 numeric
@attribute X.78 numeric
@attribute X.189 numeric
@attribute X.228 numeric
@attribute X.287 numeric
@attribute X.408 numeric
@attribute X.617 numeric
@attribute X.633 numeric
@attribute X.651 numeric
@attribute X.707 numeric
@attribute X.731 numeric
@attribute X.776 numeric
@attribute X.907 numeric
@attribute X.939 numeric
@attribute X.1065 numeric
@attribute X.1069 numeric
@attribute X.1095 numeric
@attribute X.1190 numeric
@attribute X.1203 numeric
@attribute X.1207 numeric
@attribute X.1235 numeric
@attribute X.1239 numeric
@attribute X.1253 numeric
@attribute X.1269 numeric
@attribute X.1308 numeric
@attribute X.1321 numeric
@attribute X.1420 numeric
@attribute X.1524 numeric
@attribute X.1550 numeric
@attribute X.1552 numeric
@attribute X.1583 numeric
@attribute X.1618 numeric
@attribute X.1633 numeric
@attribute X.1652 numeric
@attribute X.1682 numeric
@attribute X.1720 numeric
@attribute X.1833 numeric
@attribute X.1890 numeric
@attribute X.1981 numeric
@attribute X.1991 numeric
@attribute X.2013 numeric
@attribute X.2053 numeric
@attribute X.2064 numeric
@attribute X.2073 numeric
@attribute X.2120 numeric
@attribute X.2168 numeric
@attribute X.2186 numeric
@attribute X.2196 numeric
@attribute X.2211 numeric
@attribute X.2268 numeric
@attribute X.2271 numeric
@attribute X.2376 numeric
@attribute X.2457 numeric
@attribute X.2475 numeric
@attribute X.2479 numeric
@attribute X.2519 numeric
@attribute X.2525 numeric
@attribute X.2569 numeric
@attribute X.2663 numeric
@attribute X.2731 numeric
@attribute X.2906 numeric
@attribute X.2922 numeric
@attribute X.2965 numeric
@attribute X.2973 numeric
@attribute X.3056 numeric
@attribute X.3059 numeric
@attribute X.3073 numeric
@attribute X.3130 numeric
@attribute X.3144 numeric
@attribute X.3156 numeric
@attribute X.3242 numeric
@attribute X.3280 numeric
@attribute X.3369 numeric
@attribute X.3433 numeric
@attribute X.3480 numeric
@attribute X.3584 numeric
@attribute X.3624 numeric
@attribute X.3661 numeric
@attribute X.3671 numeric
@attribute X.3820 numeric
@attribute X.3985 numeric
@attribute X.4131 numeric
@attribute X.4274 numeric
@attribute X.4448 numeric
@attribute X.4521 numeric
@attribute X.4537 numeric
@attribute X.4553 numeric
@attribute X.4640 numeric
@attribute X.4736 numeric
@attribute X.4761 numeric
@attribute X.4762 numeric
@attribute X.4778 numeric
@attribute X.4941 numeric
@attribute X.4964 numeric
@attribute X.4998 numeric
@attribute X.5021 numeric
@attribute X.5065 numeric
@attribute X.5087 numeric
@attribute X.5135 numeric
@attribute class {ALL,AML}

@data
-99,97,765,467,2021,421,358,429,80,1118,-780,-22,701,-349,43,551,443,-1,584,2845,626,797,7,-201,144,21,-96,-544,-212,45,-332,315,108,115,1164,414,426,-65,349,252,136,1415,93,22,-20,6,51,45,148,477,100,130,64,1020,90,12,321,27,95,13,760,-36,2046,105,294,-102,192,14,22,22,167,76,513,281,1704,823,349,1246,36,916,83,80,937,-292,225,-4,5263,684,161,276,566,-147,172,31,22,77,49,146,-53,107,ALL
-140,176,460,540,2282,368,368,309,164,900,-721,-26,522,-4,-42,510,189,-17,1039,3048,318,443,-64,-114,34,36,-37,-527,-178,-34,-418,939,444,102,1771,719,472,-170,229,383,396,1778,549,16,-27,26,-57,-21,36,272,84,264,93,878,78,82,259,52,191,3,926,-108,1039,28,102,454,215,28,14,80,115,24,1124,338,2600,1794,287,1105,46,847,36,108,1428,-618,497,-40,6051,893,320,139,1123,-11,281,11,62,48,126,114,-16,195,ALL
-80,189,1096,501,1457,241,73,682,285,747,-392,12,395,-45,-21,290,258,-41,307,941,-262,462,51,33,399,-5,370,-323,350,-56,-166,191,84,-20,1097,311,76,-68,479,224,155,498,169,54,-7,12,84,-58,87,145,11,208,33,735,60,-4,250,103,94,-58,438,-80,1727,35,117,349,93,-83,-35,56,117,-54,751,178,694,379,352,918,7,265,130,18,400,-74,79,-5,1043,903,33,780,612,-25,137,-33,21,44,67,-102,38,162,ALL
115,102,1029,728,2670,267,381,774,138,821,-457,157,505,1110,1,443,429,97,1146,849,1171,681,-28,-77,281,-52,540,-352,859,297,-204,664,131,150,2944,430,920,-77,1110,370,387,1511,469,15,10,-19,69,-2,211,392,74,233,61,929,246,23,406,-3,105,-41,1113,-47,5205,339,351,321,133,56,33,61,166,35,883,560,3586,1988,316,1138,70,881,32,116,1077,-348,248,12,1219,425,38,338,466,79,41,14,31,73,4,195,-48,33,ALL
-218,190,953,713,1543,309,452,724,331,923,-91,260,668,231,65,964,881,5,916,1380,-132,646,54,-104,589,15,-70,-154,-193,76,486,151,286,312,1608,3489,606,-73,678,473,557,978,-121,40,-17,-8,23,-89,222,23,191,286,986,789,66,33,856,-6,200,-116,1333,58,774,139,703,303,198,38,34,55,213,5,857,355,4138,1326,147,1238,37,898,-7,105,2123,-483,602,14,5388,808,229,118,709,14,380,42,38,166,121,211,-52,84,ALL
32,24,1067,603,3037,108,328,568,165,591,-350,282,443,1202,-21,540,597,-57,779,944,221,810,25,-60,854,59,11,-254,335,171,-396,649,476,333,1644,767,1417,11,515,605,500,1447,214,-11,29,36,194,9,189,330,93,270,46,956,30,48,479,26,160,15,1608,-13,5480,228,577,680,139,24,18,78,159,95,2004,588,2458,1720,384,1095,86,1176,42,28,2065,-693,353,-11,937,743,228,341,599,49,93,-23,42,158,33,252,-35,181,ALL
-100,111,737,402,2572,353,380,374,213,1074,-571,-124,709,376,-19,31,583,48,605,1883,536,1295,-136,-111,289,49,481,-643,30,85,-420,301,179,297,1733,275,869,-8,546,414,280,1385,228,-11,16,26,39,12,113,295,147,180,30,1471,142,90,443,21,49,-2,749,-87,2270,33,413,222,228,21,69,34,155,11,1617,482,4277,2085,256,1541,96,948,85,80,1186,-246,278,8,1599,759,139,447,799,47,180,24,39,127,93,305,-35,115,ALL
-50,12,528,1033,2263,312,1022,902,413,1782,18,337,1118,95,205,988,402,111,955,-483,926,420,-31,-376,534,-94,-98,-663,-170,39,-328,502,160,216,2505,592,2031,68,585,527,718,3187,957,153,-30,43,-67,-26,217,13,220,430,3107,1321,223,92,896,170,45,-113,1442,47,3930,115,588,640,403,-107,48,72,418,112,1962,1342,9747,2113,1186,2277,53,1540,841,153,2406,-293,1368,-17,3423,1756,302,771,1968,-87,636,59,129,288,165,1182,-26,40,ALL
-93,176,688,662,1404,319,402,438,187,929,-27,0,527,111,-40,501,3570,8,437,749,129,435,-41,-96,540,-35,-42,-819,64,-66,-340,304,87,84,1252,217,954,-96,154,315,290,744,173,40,-5,3,1,104,153,494,95,212,85,957,52,8,154,90,54,-11,485,35,898,223,146,247,346,74,26,21,95,-26,1482,241,2904,1373,268,1233,46,889,257,91,819,73,251,-15,1371,695,204,678,567,-7,90,57,21,114,48,-16,-11,-62,ALL
-39,89,443,564,2421,231,313,337,228,877,-479,14,622,-16,132,331,491,36,822,1301,352,1193,32,-178,44,-2,208,-449,783,10,-387,365,168,84,1511,260,532,15,184,283,228,1045,151,58,0,58,69,-56,92,396,6,226,2,812,49,42,409,-5,123,-67,584,-152,2753,127,269,369,144,-40,11,79,158,6,550,311,2080,2061,421,1291,72,647,103,55,822,-403,190,7,1320,680,31,356,596,-129,144,22,36,83,30,-120,-29,89,ALL
-310,91,1089,899,4399,367,559,1129,383,1225,-681,634,734,1330,-36,572,475,-4,3315,2611,826,1797,-29,-212,616,34,-80,-385,454,634,-333,372,647,826,4255,523,3192,-15,768,704,674,1437,980,-3,-30,57,-24,194,169,147,320,366,78,1257,326,124,121,79,77,-2,3204,74,6410,1,782,167,242,-34,19,50,164,-26,1945,1508,5054,1489,677,1835,57,1495,422,133,1516,-150,696,36,1772,1092,378,3829,889,-7,136,26,48,130,48,166,-64,65,ALL
-181,107,258,436,2090,289,78,744,258,762,324,178,421,103,66,219,259,-31,828,658,-29,715,-159,-1,447,14,103,-127,635,472,-62,229,257,197,2599,106,896,-18,307,373,217,515,392,-11,84,-39,41,-13,24,39,57,258,41,584,108,97,133,46,274,0,116,-51,5759,-18,597,266,64,56,-26,41,91,-62,101,301,2494,2067,223,743,72,338,88,51,699,-173,143,74,753,324,78,589,549,-64,39,44,61,72,54,-33,-13,134,ALL
-153,201,126,483,1313,402,619,241,379,969,-745,61,618,51,-44,405,274,-56,632,1633,-204,367,-2,-137,239,56,-172,-810,740,-18,-30,479,304,136,1098,273,70,-14,209,275,302,1093,306,61,-6,-14,34,-53,162,270,36,317,-37,990,88,47,116,-19,-10,-6,370,-66,1672,28,81,570,256,27,134,68,205,11,1150,193,1205,1450,126,834,23,775,138,177,567,-885,270,-60,1787,1004,31,283,778,-41,41,27,96,128,58,-20,-39,-1,ALL
-64,237,431,364,1459,330,322,450,387,1136,-252,47,672,144,-43,197,288,60,324,1402,237,801,-32,-131,9,36,3,-628,-131,-24,-34,440,273,81,1164,324,321,3,271,283,284,1481,144,26,43,-36,-3,45,85,214,169,345,53,1527,205,-13,492,167,66,-51,792,-210,178,112,210,324,115,49,22,66,201,-89,889,429,891,929,286,1172,-37,927,39,167,911,108,256,85,3410,927,58,284,986,-260,241,3,62,155,-15,129,-75,332,ALL
277,231,1302,756,1806,370,510,894,236,1025,-147,135,712,1498,-30,885,333,-116,1181,69,337,697,-2,-81,515,45,-81,-738,247,129,-489,939,377,531,1354,206,992,5,318,678,630,985,338,-2,-55,75,14,32,221,83,22,187,64,945,229,45,280,-46,170,67,634,47,3534,79,589,948,318,26,53,90,118,123,1310,486,1898,1308,199,1061,90,1065,647,151,1769,-190,510,6,1602,366,185,492,1093,209,140,-25,71,106,167,-119,-65,192,ALL
-66,135,551,343,1374,275,389,1397,365,955,-165,25,447,-94,-32,408,279,-64,408,1704,-323,574,76,-178,50,41,2366,-379,184,-60,-500,245,137,97,971,162,363,-35,211,272,393,1483,199,63,-6,17,4,51,53,145,95,258,83,1491,72,3,970,6,-12,14,-5,-92,12449,5,133,457,223,-47,-7,58,107,-31,862,191,663,691,477,1156,61,788,7,185,841,-451,145,39,1091,1109,30,163,837,27,221,35,35,123,56,-340,-85,26,ALL
59,169,792,417,2262,278,443,534,249,936,-15,8,623,773,-100,402,638,-64,653,995,190,988,-10,-34,268,3,86,-802,1525,-40,-289,397,148,90,791,255,636,-1,147,429,340,1983,337,83,22,59,39,15,161,247,147,241,70,1235,144,82,128,-9,43,28,1054,23,7583,-8,109,529,238,10,56,65,146,-58,1456,287,3537,781,541,1141,-1,744,30,144,990,-296,148,-7,1454,589,113,198,563,50,81,23,81,79,50,115,-34,91,ALL
98,231,658,600,1924,553,680,478,361,1714,115,126,1018,-281,84,397,688,84,599,117,765,777,4,-120,483,86,45,-594,-298,7,-600,-32,312,122,965,516,419,-176,265,502,572,1345,439,111,-61,84,-10,4,25,500,140,508,114,2071,129,46,345,226,125,20,466,-107,1725,158,298,126,491,-125,9,120,434,-17,1042,311,1178,1899,42,1534,48,1007,45,81,1473,-830,159,-71,2356,1866,10,208,1012,-20,297,84,50,328,59,646,45,-70,ALL
-200,203,1299,861,1583,226,488,920,169,1471,-419,-133,804,106,118,797,297,-46,546,-630,146,700,111,-129,1674,-1,-163,-563,-80,-65,-288,1118,278,27,799,796,263,-106,70,390,343,609,159,13,-64,48,45,-115,34,21,-21,154,2139,1588,166,82,332,-31,-10,-60,911,-101,2339,10,322,984,236,-34,53,43,329,33,1329,301,1658,1181,224,1576,18,946,191,148,383,-238,355,-63,2051,922,67,770,914,-11,109,-11,17,67,47,316,-41,198,AML
-197,290,887,675,1103,310,834,492,351,1255,-490,36,834,110,69,601,387,115,406,519,218,526,141,-149,735,-69,-96,-637,-88,-100,-500,-177,189,28,759,375,226,-74,170,348,403,1204,-52,50,-50,69,67,-38,254,259,45,444,1185,1139,216,69,567,86,-28,4,651,-252,233,62,233,394,312,36,-2,38,247,-62,1077,331,1050,916,-31,1272,45,771,57,96,678,-341,139,-50,1815,682,67,238,1156,-43,146,12,28,252,14,113,-12,173,AML
-249,333,2418,896,2053,431,434,640,110,1733,-1197,-50,777,23,-58,1902,775,-25,743,843,-89,981,-52,-141,2727,91,-74,-1001,177,-74,313,291,391,45,1196,148,87,-17,204,323,303,3706,531,-32,-77,-7,124,-69,65,220,34,229,2046,1067,98,45,961,-23,-20,-17,833,-77,5850,67,261,588,304,58,-37,2,177,40,1868,178,2599,2232,364,2161,16,1082,2757,144,1063,-1015,699,-14,2232,684,103,1575,1058,-45,192,31,40,207,140,119,-45,203,AML
-205,141,1173,642,1751,385,330,610,638,1302,373,-23,646,-290,-65,1238,685,-28,449,2904,-71,934,17,-175,2399,60,-36,-720,238,93,-511,-177,347,34,1553,341,183,-8,170,292,294,2141,514,90,-58,41,-48,-112,279,28,45,370,753,1552,126,75,815,4,-56,59,1382,-160,4364,78,113,908,200,130,101,75,222,-79,1226,206,2051,2940,548,2146,20,1087,1245,141,1260,-1101,1021,170,1794,1913,48,1360,1112,-126,7,64,66,144,75,432,-18,99,AML
52,179,156,473,1229,328,350,252,469,819,-205,-103,721,-319,184,1166,496,2,1066,5607,-298,213,-87,-199,784,66,-20,-774,-217,42,-312,195,233,68,1699,333,111,-75,355,512,320,1715,126,56,21,-12,-55,-49,94,63,65,63,577,760,159,79,335,-36,-64,51,1700,-228,1371,209,70,1325,383,13,57,86,252,45,2059,299,2330,1949,614,1826,24,1259,579,257,884,-866,982,195,2319,1248,29,668,1030,-244,109,42,119,159,95,75,1,150,AML
-348,128,1070,715,1215,390,677,831,280,1395,193,-37,654,-192,149,1251,259,20,722,1096,-210,890,-61,-101,679,42,-21,-672,434,-79,-480,191,343,80,1359,410,323,-42,360,326,294,3781,289,41,38,43,9,114,171,225,125,125,208,1333,138,66,396,-8,78,20,722,-74,8231,153,184,536,403,-83,97,59,242,55,548,308,1712,2571,343,1561,52,1131,226,71,1764,-554,417,2,2132,1229,83,2253,1042,192,153,61,24,142,88,-174,17,120,AML
38,126,395,350,1599,107,213,382,149,696,-107,-41,416,61,51,538,174,49,430,2450,74,322,-141,-91,1305,-9,6,-443,102,19,-38,334,221,21,875,95,125,103,454,187,170,479,287,42,19,-2,-53,70,41,298,22,145,1049,715,85,70,251,66,-9,69,893,-41,941,-2,38,467,98,23,-21,18,90,21,1052,249,2001,599,299,935,15,538,351,61,570,-392,183,122,1094,795,18,1206,628,-9,91,21,77,41,31,-22,-25,59,AML
-201,224,3219,461,2053,285,456,875,-21,1170,-169,-14,983,592,99,586,399,2,676,959,113,569,71,-103,2694,23,-93,-1051,48,-67,382,643,154,44,832,333,158,59,233,307,265,3007,904,66,12,80,-56,-68,161,526,29,249,1304,1070,233,65,1008,11,27,-41,184,-5,3991,62,293,-182,320,-53,-11,96,254,19,1678,168,2735,3796,125,1684,21,482,1288,73,1247,-657,848,92,2146,1571,82,1423,1068,-35,192,43,82,180,86,141,-61,-118,AML
-138,219,1678,886,2196,198,320,572,213,1120,-1383,2,926,-156,111,500,381,2,393,943,185,855,-27,-32,1028,41,-112,-711,-71,-83,-24,562,180,47,1173,436,295,-187,281,295,316,756,239,43,-43,-3,35,88,181,333,-77,239,2087,1740,122,105,245,15,91,-52,1489,-129,405,45,315,493,306,27,-1,27,248,-52,1339,292,2357,1615,332,1275,51,987,62,74,1670,160,236,-68,1459,1208,136,703,838,-20,133,13,-6,206,138,120,14,149,AML
-295,97,940,511,1348,330,518,924,353,1371,-1177,19,1010,-328,44,1044,422,-25,527,669,-387,1069,31,-112,2680,25,-25,-880,-201,-75,-298,579,655,63,1679,611,368,-91,299,395,673,2894,263,10,-27,60,48,54,196,326,236,184,167,1994,113,6,892,-74,97,-39,1376,-134,3956,43,239,328,328,104,59,79,315,15,1735,371,2546,2022,743,2302,97,853,64,227,2109,-1303,285,84,2011,1292,62,1787,1217,-69,361,52,70,111,160,265,-1,172,AML
-287,248,1198,1071,1262,683,695,722,868,2300,453,-18,1425,55,21,2007,809,-116,545,1362,-820,290,-4,-304,3223,23,-135,-955,1891,-47,-771,209,221,63,1481,557,110,18,306,384,630,2757,284,55,-58,111,-78,118,135,-99,113,430,1689,2195,344,46,1741,-25,-26,42,1228,19,7376,108,253,679,580,-84,81,133,517,-54,1184,231,1007,3450,838,2900,79,993,2414,258,1530,-1049,1072,28,2945,1804,110,2019,1402,-286,157,53,84,337,103,478,-32,129,AML
74,214,922,557,1764,538,1062,427,96,1223,-482,-149,304,-31,-123,1006,659,21,449,700,492,1081,-120,-118,164,-98,-12,-910,724,48,-627,-137,410,33,847,270,335,-123,-24,342,374,10071,-9,-43,-72,89,127,-118,166,270,132,62,91,1257,226,149,596,-19,9,33,113,-4,6319,65,98,345,292,108,53,72,181,41,1187,294,1132,687,106,1296,14,941,65,195,1163,-533,137,19,1827,832,-4,398,724,-94,72,-55,74,31,108,60,-4,231,ALL
-155,243,805,613,1693,376,335,427,449,982,-532,266,953,320,163,732,513,55,589,393,-144,229,143,-30,797,103,-46,-434,-7,-57,-342,849,172,150,639,172,382,40,235,317,781,1787,83,137,23,108,27,-54,282,303,-127,317,70,1475,450,108,985,70,207,-60,417,-77,387,40,327,-153,161,-204,45,1,486,55,638,506,1361,1109,408,1199,-105,323,45,-62,629,-294,207,21,1916,1153,190,191,972,-30,248,24,43,215,142,42,0,5,ALL
-4,129,348,290,1657,344,251,651,452,656,-413,-11,579,-85,62,228,443,-20,634,3818,283,304,60,-161,265,13,1349,91,1952,142,-340,100,276,49,2102,421,553,81,405,235,301,1631,312,-4,-35,34,-26,34,105,237,172,247,24,1371,147,80,1180,110,30,2,1208,-51,6520,52,179,367,135,-118,15,17,182,22,1093,268,1808,826,521,1292,37,384,326,-17,653,-248,338,76,2285,1034,95,178,948,775,221,66,85,135,19,146,42,95,ALL
42,168,504,439,2399,235,306,485,308,886,-39,121,638,378,-46,353,374,-58,920,1552,395,762,123,-189,313,31,-58,-384,523,107,-90,117,184,170,1426,71,638,-52,296,313,353,1080,119,-33,-12,94,180,8,189,420,27,195,63,729,84,75,853,48,96,48,386,634,1990,58,266,189,184,29,60,46,189,115,334,184,1647,1365,69,1269,25,458,35,-25,441,-12,142,-79,1107,350,130,239,571,-25,193,-77,138,-8,96,88,31,-16,ALL
85,130,1249,850,3141,324,561,1510,210,810,25,431,664,1068,94,507,512,26,1307,1317,449,669,26,-190,178,-46,39,-295,131,233,-361,301,160,260,2540,486,1340,5,1228,557,466,2657,429,50,-42,75,14,-58,290,134,90,386,70,1338,220,38,274,34,151,53,1204,-101,5846,360,821,373,226,20,34,70,182,26,1401,1050,3334,2648,537,1733,131,1043,48,25,783,-344,415,29,1382,872,189,317,624,-27,154,37,37,147,73,125,-66,-10,ALL
-29,307,1029,970,2299,578,757,696,514,2255,727,-34,1012,21,-2,608,750,-66,904,-344,-461,750,-68,-175,390,-5,-101,-69,-126,-18,-753,-28,296,95,1136,612,799,-186,293,460,417,1870,113,-8,-44,42,-62,44,142,270,336,539,92,1991,78,42,935,123,34,-55,336,82,7949,8,237,19,403,155,0,89,370,-55,1359,237,1769,1300,410,2431,48,1639,72,266,1624,-717,166,-65,2820,1653,126,276,975,-256,183,42,109,393,81,48,-9,173,ALL
206,76,817,515,1936,162,256,748,242,752,331,181,457,745,61,292,201,-48,967,680,464,604,-70,18,491,46,40,-258,86,92,-137,597,220,181,967,125,707,25,269,201,334,363,122,-3,-36,1,-3,51,82,61,452,131,45,546,42,92,145,-25,72,-18,1164,-17,1390,169,397,252,90,-25,39,48,20,-36,1152,280,1585,1274,79,989,73,848,187,79,950,198,165,-1,680,633,131,147,644,25,12,6,57,-6,70,50,6,10,ALL
180,237,451,538,1560,187,170,562,382,468,326,139,353,62,218,620,487,7,680,2680,134,641,-72,-127,223,-33,69,-475,456,180,-187,-124,88,69,848,110,562,91,194,189,213,1040,329,31,-76,43,50,-26,201,153,168,233,165,836,187,168,853,-4,100,-48,581,-43,3153,132,317,829,91,57,156,28,230,0,937,293,1709,723,300,1062,-4,473,57,55,680,57,252,149,1060,685,45,254,843,-168,93,4,185,213,9,-108,-9,249,ALL
56,214,748,619,2769,238,284,216,143,698,-406,198,466,180,20,180,355,-8,893,1289,472,822,-115,-143,252,69,447,-465,152,-35,-44,521,225,-112,781,20,575,-14,127,296,103,5342,59,78,26,-88,22,-137,7,252,-40,164,-87,490,96,25,406,-19,-7,-97,416,-136,348,84,250,-102,109,-163,-146,44,105,59,1107,120,2222,827,146,870,-68,527,-63,148,557,-358,78,-109,978,228,126,62,573,44,191,84,22,63,41,183,-29,157,ALL
