@relation myelo-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S42

@attribute X1509 numeric
@attribute X3311 numeric
@attribute X3625 numeric
@attribute X4111 numeric
@attribute X4190 numeric
@attribute X4994 numeric
@attribute X5816 numeric
@attribute X6337 numeric
@attribute X6621 numeric
@attribute X6912 numeric
@attribute X7181 numeric
@attribute X7511 numeric
@attribute X7686 numeric
@attribute X8785 numeric
@attribute X10233 numeric
@attribute X10393 numeric
@attribute X11153 numeric
@attribute X12518 numeric
@attribute X12694 numeric
@attribute X12752 numeric
@attribute X13474 numeric
@attribute X14256 numeric
@attribute X14538 numeric
@attribute X15834 numeric
@attribute X16827 numeric
@attribute X17059 numeric
@attribute X18551 numeric
@attribute X18787 numeric
@attribute X18970 numeric
@attribute X19400 numeric
@attribute X19429 numeric
@attribute X20117 numeric
@attribute X20503 numeric
@attribute X20878 numeric
@attribute X21432 numeric
@attribute X21504 numeric
@attribute X21711 numeric
@attribute X21868 numeric
@attribute X22378 numeric
@attribute X23036 numeric
@attribute X23234 numeric
@attribute X23509 numeric
@attribute X23627 numeric
@attribute X23646 numeric
@attribute X24179 numeric
@attribute X24932 numeric
@attribute X25527 numeric
@attribute X25540 numeric
@attribute X25668 numeric
@attribute X25702 numeric
@attribute X26187 numeric
@attribute X26524 numeric
@attribute X27017 numeric
@attribute X27739 numeric
@attribute X27817 numeric
@attribute X29182 numeric
@attribute X29313 numeric
@attribute X29428 numeric
@attribute X31159 numeric
@attribute X31197 numeric
@attribute X31684 numeric
@attribute X32970 numeric
@attribute X33008 numeric
@attribute X33456 numeric
@attribute X33675 numeric
@attribute X34866 numeric
@attribute X36257 numeric
@attribute X36346 numeric
@attribute X36526 numeric
@attribute X37050 numeric
@attribute X37159 numeric
@attribute X37162 numeric
@attribute X38331 numeric
@attribute X38488 numeric
@attribute X38536 numeric
@attribute X38785 numeric
@attribute X39071 numeric
@attribute X39116 numeric
@attribute X40194 numeric
@attribute X41471 numeric
@attribute X41480 numeric
@attribute X42981 numeric
@attribute X43503 numeric
@attribute X45500 numeric
@attribute X45599 numeric
@attribute X45766 numeric
@attribute X45897 numeric
@attribute X46747 numeric
@attribute X48165 numeric
@attribute X48818 numeric
@attribute X49382 numeric
@attribute X49662 numeric
@attribute X49716 numeric
@attribute X50212 numeric
@attribute X52408 numeric
@attribute X53305 numeric
@attribute X53492 numeric
@attribute X53889 numeric
@attribute X53976 numeric
@attribute X54374 numeric
@attribute myelo.columns.disease.state {healthy,'myelodysplastic syndrome'}

@data
445.641,12.5602,159.502,7.73706,9.97261,21.5362,66.9874,19.2884,14.317,13.0905,10.3645,13.9333,15.2178,8.32225,90.3749,7667.78,208.707,244.589,74.7696,24.9423,1716.51,421.652,90.0499,41.952,11.87,13.4277,158.117,27.2221,50.9073,95.7007,34.9313,17.8072,94.3333,95.6335,38.8394,765.321,245.941,58.5755,1214.14,1139.35,120.795,56.2593,8461.39,10.4259,23.6814,15.1686,13.9183,13.5473,11.4158,11.3159,7.93864,12.9144,2755.11,57.1087,84.9391,42.9985,25.7169,310.93,144.505,11.7827,768.305,76.7619,30.7114,7.70146,35.5636,36.5691,172.881,35.972,30.458,33.9634,54.734,170.832,175.39,8.75841,7.63407,379.607,7.06258,120.326,16.7572,314.105,37.2177,25.7902,16.0073,57.2715,9.5507,32.1607,27.9233,49.0301,81.4981,7.86237,8.59587,10.1817,10.8107,21.5929,50.8899,198.543,13.7716,10.0773,10.4869,208.3,'myelodysplastic syndrome'
351.544,13.558,89.917,7.05902,9.33975,14.206,64.6359,19.2814,15.3599,15.6729,12.8754,13.6738,13.8014,7.47191,94.6533,7461.24,206.792,119.42,91.8452,32.1781,1680.41,526.071,168.54,51.6294,14.1243,14.8496,90.858,27.6411,52.6379,95.4614,42.2492,17.4541,113,118.434,38.1077,548.283,287.519,63.4844,1160.68,1809.66,107.485,34.9288,7328.57,9.8434,27.1555,17.0244,15.1097,15.1653,11.8516,10.9053,10.6261,13.6698,3404.12,96.0894,124.839,51.0414,31.49,366.704,220.327,10.3235,731.387,64.5219,36.8309,9.38698,50.7956,44.4538,225.953,43.0109,32.3991,43.0388,82.5054,143.623,178.578,9.18361,8.42602,278.156,7.28113,108.11,16.6693,229.646,32.5254,21.8897,15.126,45.0779,9.32832,29.7189,33.0653,45.5267,152.754,9.18361,9.43919,15.9831,12.6757,23.216,72.4053,88.5924,15.1576,10.5727,10.3362,217.708,'myelodysplastic syndrome'
349.562,14.2871,91.0678,7.04073,10.7586,15.6865,80.6308,19.4027,10.9022,17.8933,15.6402,17.5739,16.3677,8.29681,61.5211,5834.08,113.997,277.546,27.6829,66.7995,696.719,276.558,92.3229,42.7083,13.2853,14.2408,76.541,38.3915,92.3762,175.69,106.586,29.6911,92.9168,89.8361,42.8192,379.853,241.786,56.5886,1441.97,1403.99,57.0306,27.8329,7858.48,9.59207,32.7783,26.2646,14.8721,9.94893,19.5937,11.8158,8.15252,20.1013,4463.92,116.488,34.6318,73.134,53.1275,231.307,66.3462,16.6124,536.792,87.41,50.6494,9.36738,43.5002,63.9618,46.7735,50.9569,29.006,43.0729,83.2968,174.137,62.7975,10.4447,7.45363,120.97,7.41533,99.6714,17.3519,434.826,31.8425,24.5642,20.251,40.5143,14.5824,35.3465,51.0561,77.5513,67.4402,10.578,8.55694,15.0836,14.472,36.8402,24.3756,93.9197,15.2959,9.96471,12.1762,141.184,'myelodysplastic syndrome'
131.443,16.5753,100.031,5.96042,8.68176,20.5968,100.627,20.8521,12.5557,20.4755,11.4678,15.5795,18.3887,9.2931,86.6762,5712.42,155.552,115.56,37.6234,24.7124,699.536,360.989,136.22,32.3769,15.9566,15.2343,63.4546,27.9414,92.9771,55.3995,81.3338,20.3505,91.8916,99.535,37.7823,507.202,312.457,51.7448,586.236,1803.54,42.5547,26.6823,7990.37,8.9588,40.3977,18.6542,15.8432,16.6004,23.6899,8.11502,8.59153,16.8924,3623.28,56.377,67.6543,71.0257,69.5798,210.292,189.446,14.8496,572.545,68.869,37.2043,10.1444,50.2713,51.9952,112.302,47.9817,30.122,30.1741,84.2837,184.768,118.494,10.1758,8.34507,416.52,8.57299,135.194,21.1152,445.031,28.8393,22.0146,19.9082,34.6219,10.1568,31.5843,44.8948,52.7119,76.7951,8.45217,8.05096,12.2581,10.3555,43.389,34.5658,88.5669,19.0962,10.0007,9.08883,132.09,'myelodysplastic syndrome'
244.907,16.4125,92.9637,6.32771,9.27671,15.34,88.9634,22.7975,12.4629,19.1072,12.0167,18.4936,16.2712,8.87273,89.5324,6778.25,180.596,121.625,25.7067,73.2949,1127.83,384.036,87.3974,29.9683,13.228,15.6549,43.4907,37.4099,74.3292,38.2996,76.9501,24.157,143.928,111.568,34.3597,399.358,167.607,62.7251,1514.05,1821.17,132.503,31.7921,8910.61,9.60244,32.2907,18.5216,13.7043,19.3929,26.1287,9.74532,9.24402,14.8721,3057.62,57.5175,67.1154,67.4013,66.5952,223.251,184.077,16.3712,587.971,65.0657,37.1373,10.3362,45.2129,41.504,302.991,53.2041,36.7527,42.0019,38.5147,178.09,158.848,10.0274,7.63847,323.918,8.5274,125.244,16.162,214.933,29.222,25.7846,19.6616,39.6495,14.6298,30.622,46.4176,57.7584,66.3414,9.10587,8.55386,12.5584,10.9022,42.676,48.2313,53.5097,24.6973,7.85388,10.785,160.184,'myelodysplastic syndrome'
249.951,15.5963,88.2325,6.74675,9.20813,15.1467,80.7006,21.885,14.1651,16.7482,13.0181,18.0383,16.448,7.77786,82.5975,7429.06,187.869,360.106,43.9316,52.2149,2157.69,239.204,143.856,34.1056,11.5724,15.2277,51.2533,33.1249,72.1293,41.4017,61.3088,31.8494,75.6365,110.384,50.1953,498.076,247.764,71.39,921.096,1824.58,66.4946,28.7977,8796.44,9.52458,36.892,16.0917,15.2827,11.6972,16.1161,10.7594,9.36401,17.3438,5693.52,70.7857,87.9659,50.8872,65.5267,195.787,103.521,10.5719,593.845,78.1064,36.6483,9.23404,52.3335,42.4047,94.3062,36.7858,21.4278,37.4841,84.3627,163.911,78.921,10.2827,7.3698,144.23,7.46276,108.172,17.3444,181.398,25.8385,23.3746,18.3291,32.0693,11.4265,34.7756,49.5592,59.7907,73.0813,9.36063,8.11151,10.7509,12.783,40.794,27.1477,81.0502,16.448,9.69281,10.3824,183.541,'myelodysplastic syndrome'
423.22,16.3423,131.647,6.15062,12.3192,15.0597,88.6243,19.7453,10.3585,12.2908,11.6166,15.9199,16.3464,7.52974,85.1106,7393.27,254.861,239.54,27.6192,16.9876,1275.56,504.032,162.342,49.2425,13.9102,15.2134,137.75,27.3479,72.6195,78.5933,68.4535,18.3701,91.6404,142.864,42.1428,703.402,234.613,68.9186,1272.72,1778.25,114.063,54.7991,8309.15,9.765,29.222,20.5405,12.6529,13.8642,17.3138,11.6418,7.35812,18.7688,2296.36,50.9495,113.465,49.9104,33.0307,256.796,218.927,11.5266,792.422,72.3349,31.7189,9.56171,50.8688,47.0099,128.332,47.3737,27.9193,40.7955,54.4862,155.608,233.433,8.76282,8.45948,124.938,6.95903,153.869,13.0468,355.351,23.6448,29.5736,15.7828,57.3934,9.91958,43.2813,33.1941,48.2174,87.2149,9.58102,7.99662,11.476,10.6706,25.9028,71.5393,51.7673,12.2819,8.4236,11.8764,292.21,'myelodysplastic syndrome'
220.756,15.1998,104.187,6.86739,11.4158,13.7439,78.2557,19.7795,10.7679,12.5938,11.4216,13.8857,16.8839,7.20391,90.3293,7264.44,324.783,196.89,63.6538,26.0526,1389.35,523.01,157.833,53.8132,12.5566,13.1198,131.372,33.9414,57.0183,130.079,53.1466,15.4031,85.7384,129.876,33.1297,992.871,242.152,72.1501,1003.7,1915.92,84.008,42.4261,8203.87,9.9683,24.3756,14.6974,14.5289,19.6984,15.4331,10.7765,9.03334,14.4548,2525.83,65.8462,127.843,45.5956,28.348,344.772,307.654,11.7209,766.535,86.9703,56.6743,9.98843,51.4957,40.4793,236.923,55.4744,40.5903,37.7361,72.609,175.15,228.014,10.9707,8.33605,292.797,7.16973,176.811,19.5071,308.787,54.7636,23.7669,16.1952,73.3161,10.5651,35.9254,25.6651,45.2601,108.523,8.16604,8.54647,11.0373,11.9683,18.013,84.4448,81.9013,17.6005,9.3512,10.3429,307.139,'myelodysplastic syndrome'
125.082,18.523,77.0723,7.84539,11.4727,13.1795,72.984,18.5631,12.948,15.0857,10.9242,12.4683,17.2926,7.46303,93.4203,6532.07,382.517,216.8,123.987,33.4932,1136.76,480.245,182.125,57.8458,11.8188,16.2326,192.043,35.2803,54.0541,96.1708,93.683,17.5853,86.8075,115.335,39.2558,1333.88,262.596,58.5924,196.997,2199.84,48.1445,48.6851,8144.98,8.79128,31.623,18.622,14.4652,20.5523,16.005,10.3198,8.53478,14.53,3220.89,85.0922,232.711,45.5825,33.1619,199.073,372.845,13.1331,659.691,67.8007,45.4775,8.23992,41.1527,48.7553,181.876,55.3108,22.7827,43.7201,101.948,110.114,405.797,10.1736,8.96332,255.082,7.14241,107.04,19.1168,378.829,45.9088,21.4773,17.2192,55.0861,10.1978,44.4266,36.1682,68.2565,76.7841,9.35659,9.59415,14.1187,13.7201,25.7224,48.1653,225.547,10.7346,9.46098,10.1568,335.854,'myelodysplastic syndrome'
225.141,17.478,38.1791,6.96054,11.2436,11.4117,86.3055,21.4572,11.8371,11.9038,12.9788,20.6585,23.2671,10.0708,91.515,5500.79,358.863,67.6738,26.5404,18.1093,1325.26,571.062,103.216,46.7381,13.5991,14.1784,49.9788,36.6958,77.8536,249.362,96.207,19.8809,75.0395,136.998,48.28,593.204,295.531,62.0106,1368.88,2913.95,83.6637,44.1569,7901.63,9.27003,30.6054,15.5638,16.6172,12.0757,19.1651,10.0599,7.99144,14.8122,1745.37,62.8337,204.864,41.0845,41.0964,342.247,187.95,11.1404,574.405,71.0309,44.8334,12.0588,49.0973,40.928,250.727,40.1713,26.2703,54.2336,82.1554,148.35,129.53,9.74461,8.4327,187.14,9.55827,89.6422,16.5324,285.661,37.2526,40.0846,18.8352,43.3203,11.6855,38.142,33.0414,50.3619,67.3309,8.4479,8.07012,12.9816,11.2493,34.5608,32.6363,145.414,14.1804,9.12492,13.4306,260.998,'myelodysplastic syndrome'
106.894,11.2858,71.7148,6.75696,10.5673,11.2032,72.2151,19.605,11.3568,22.6126,10.5971,13.6807,17.1672,9.14861,83.9897,8257.23,247.853,132.819,98.1994,20.0941,2086.45,613.325,138.886,33.5138,12.1307,13.0013,76.2933,24.4944,58.9227,162.38,60.4927,17.4277,58.3145,101.191,56.4644,1176.21,486.707,55.1874,536.772,1716.57,111.978,28.1779,8751.55,9.63016,27.3007,14.7909,13.9062,22.6371,14.7356,10.8216,9.44395,17.5297,2246.28,114.598,169.209,38.3859,33.7439,374.905,393.304,10.4162,610.724,63.7135,40.4355,8.81411,37.5165,45.8294,143.06,59.58,81.5099,34.0872,47.4916,141.777,158.22,7.82141,7.36502,652.248,12.6693,83.8991,24.6786,274.236,28.6302,30.6518,17.9553,48.852,9.64057,34.4204,33.4534,59.0374,86.1657,9.2921,9.63501,11.9236,13.2414,27.8219,32.9037,39.1809,13.8532,8.69867,10.6322,315.159,'myelodysplastic syndrome'
151.112,12.6501,83.6637,6.26782,10.8959,13.0538,68.9162,16.7663,13.4345,15.656,9.739,11.7226,16.8232,8.59959,87.5234,8101.09,254.219,164.402,88.7425,32.4435,1806.66,509.472,148.832,35.4574,12.4925,14.6762,54.3313,28.4492,55.7028,88.8049,68.75,17.5423,47.3942,132.513,43.919,932.279,558.892,58.4954,520.079,1754.58,104.059,34.1499,8563.81,9.71798,26.0836,13.6344,12.3192,19.5993,16.2584,8.73698,9.06463,16.7277,2742.04,89.9527,155.956,40.602,32.6145,274.553,304.183,10.2879,421.713,59.9677,32.3361,8.00642,36.2491,52.5564,162.027,51.6387,60.3882,25.8777,82.8747,132.713,112.472,7.87938,7.82902,700.369,10.5978,108.609,25.5194,387.287,26.9528,30.4229,15.0608,34.2744,10.2694,25.7623,31.1224,88.207,86.5701,8.04632,7.34118,8.68364,12.5169,22.122,20.4932,36.8508,15.7034,7.32269,11.07,290.345,'myelodysplastic syndrome'
153.537,12.1867,86.5702,7.68539,10.3421,13.7004,73.3108,18.8298,12.0349,14.4777,11.798,12.5521,15.7454,8.22331,76.6238,8390.37,296.149,211.112,102.397,20.3417,1872.86,608.265,211.615,35.6765,12.4046,14.7653,94.3062,23.1751,51.8793,153.855,49.8924,17.3988,57.7334,118.562,84.6825,1057.55,571.865,65.2041,487.865,1521.21,122.867,36.9958,8284.05,9.19222,32.0012,14.7653,14.1081,16.8389,15.3821,9.24535,8.12145,16.9949,2122.92,95.3068,140.79,39.514,28.6984,348.945,334.664,11.8218,540.167,66.9126,35.9397,9.36873,39.1062,44.9401,153.128,47.6287,54.3118,33.7245,65.7726,140.132,148.821,9.07574,7.52974,457.614,9.82144,95.5853,19.593,234.833,31.623,27.7049,15.3876,49.6433,8.86187,29.5555,37.387,47.6218,77.0639,8.15135,8.0527,10.2923,11.9073,23.1509,19.3622,36.1891,12.8365,8.87209,11.1774,327.314,'myelodysplastic syndrome'
206.807,12.4818,60.9257,6.26195,10.231,13.228,68.0429,24.0147,11.7903,14.5007,11.3282,11.5765,16.2092,9.20282,90.1732,7104.51,219.14,143.69,63.1377,20.6339,1162.86,525.124,142.895,32.9986,12.9867,12.2749,38.7639,21.8031,50.3112,197.626,71.0667,22.4697,54.7163,118.802,36.8282,617.049,417.15,63.165,462.787,2490.41,208.963,31.9091,9227.49,9.42764,31.3666,15.2464,17.7176,13.7885,19.0275,8.1443,9.02683,18.5738,4267.68,62.9447,158.757,41.8192,27.2172,207.613,240.492,11.5774,410.339,98.2101,25.7345,8.83191,30.8712,54.2023,227.292,50.0292,77.848,29.4577,78.8101,107.214,96.2071,8.65802,9.9762,1504.43,10.3712,80.1299,20.9266,240.57,26.0216,27.9354,16.8062,26.5682,9.90102,24.0971,35.6072,50.6859,58.0546,8.32225,9.36941,11.1316,9.58723,31.7497,12.2272,16.9137,15.6831,8.87848,12.328,202.877,'myelodysplastic syndrome'
