@relation X04_DLBCL-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S42

@attribute X.68 numeric
@attribute X.184 numeric
@attribute X.266 numeric
@attribute X.335 numeric
@attribute X.347 numeric
@attribute X.375 numeric
@attribute X.424 numeric
@attribute X.468 numeric
@attribute X.541 numeric
@attribute X.708 numeric
@attribute X.763 numeric
@attribute X.924 numeric
@attribute X.1150 numeric
@attribute X.1271 numeric
@attribute X.1335 numeric
@attribute X.1421 numeric
@attribute X.1426 numeric
@attribute X.1448 numeric
@attribute X.1461 numeric
@attribute X.1490 numeric
@attribute X.1494 numeric
@attribute X.1529 numeric
@attribute X.1570 numeric
@attribute X.1583 numeric
@attribute X.1704 numeric
@attribute X.1768 numeric
@attribute X.2144 numeric
@attribute X.2173 numeric
@attribute X.2253 numeric
@attribute X.2273 numeric
@attribute X.2294 numeric
@attribute X.2413 numeric
@attribute X.2451 numeric
@attribute X.2521 numeric
@attribute X.2569 numeric
@attribute X.2628 numeric
@attribute X.2665 numeric
@attribute X.2671 numeric
@attribute X.2676 numeric
@attribute X.2800 numeric
@attribute X.2820 numeric
@attribute X.2837 numeric
@attribute X.2843 numeric
@attribute X.3038 numeric
@attribute X.3075 numeric
@attribute X.3110 numeric
@attribute X.3157 numeric
@attribute X.3206 numeric
@attribute X.3329 numeric
@attribute X.3393 numeric
@attribute X.3550 numeric
@attribute X.3553 numeric
@attribute X.3574 numeric
@attribute X.3583 numeric
@attribute X.3600 numeric
@attribute X.3639 numeric
@attribute X.3649 numeric
@attribute X.3706 numeric
@attribute X.3745 numeric
@attribute X.3796 numeric
@attribute X.3897 numeric
@attribute X.4033 numeric
@attribute X.4201 numeric
@attribute X.4382 numeric
@attribute X.4466 numeric
@attribute X.4513 numeric
@attribute X.4538 numeric
@attribute X.4614 numeric
@attribute X.4750 numeric
@attribute X.4762 numeric
@attribute X.4950 numeric
@attribute X.5115 numeric
@attribute X.5184 numeric
@attribute X.5207 numeric
@attribute X.5217 numeric
@attribute X.5234 numeric
@attribute X.5237 numeric
@attribute X.5254 numeric
@attribute X.5265 numeric
@attribute X.5325 numeric
@attribute X.5337 numeric
@attribute X.5468 numeric
@attribute X.5532 numeric
@attribute X.5594 numeric
@attribute X.5618 numeric
@attribute X.5688 numeric
@attribute X.5693 numeric
@attribute X.5834 numeric
@attribute X.5845 numeric
@attribute X.5864 numeric
@attribute X.5887 numeric
@attribute X.5993 numeric
@attribute X.6068 numeric
@attribute X.6111 numeric
@attribute X.6122 numeric
@attribute X.6205 numeric
@attribute X.6301 numeric
@attribute X.6632 numeric
@attribute X.6663 numeric
@attribute X.6747 numeric
@attribute class {DLBCL,FL}

@data
-141,47,185,50,2915,411,250,-70,-161,1067,-1894,-270,-489,49,233,107,-76,1614,1440,20512,-99,-125,1159,372,296,506,119,173,302,-15,314,643,1728,186,-123,405,-15,410,62,-113,235,-1617,476,47,186,168,-347,1456,332,780,-89,44,420,1142,1008,939,4181,132,514,-141,26,45,2498,303,664,148,538,1226,203,-524,207,307,987,29,-46,-674,37,2533,-275,1891,199,-74,123,61,-235,507,229,501,771,4565,74,131,751,1105,245,572,587,1127,672,271,DLBCL
-41,56,181,20,497,-100,142,407,-85,815,-1281,-213,-347,75,227,73,-12,589,-156,21684,-29,-361,631,731,27,-96,142,66,142,-94,507,58,372,79,-102,562,152,-29,91,77,250,-1408,301,41,121,102,10,1450,259,574,-48,20,163,802,298,660,2991,324,77,-395,229,27,1837,96,413,252,838,296,-48,790,259,-85,424,22,-133,-729,50,984,-455,1429,221,-114,-31,188,-167,384,85,589,629,1661,-478,-10,459,880,-4,223,263,735,382,278,DLBCL
-375,-37,61,12,99,107,176,214,-234,573,-490,-40,-162,135,-260,85,-30,133,431,23309,-102,-242,832,414,416,308,206,-339,417,-277,363,-68,337,126,-114,204,-169,-1658,-35,-91,187,-406,309,-96,-30,50,133,232,30,298,-70,-100,1,536,298,611,1,424,235,-231,-51,-30,998,-43,229,147,154,304,346,-54,169,-196,785,-99,-25,-222,35,656,-194,1114,217,-172,-29,186,-141,323,-11,570,197,480,524,58,855,490,19,137,-84,287,126,51,DLBCL
-83,9,87,24,569,87,163,340,-16,676,-1805,-122,-344,48,61,38,-55,825,295,25560,-60,-298,1280,53,266,-95,47,31,142,-54,120,88,353,42,20,222,37,123,124,-9,94,-1388,247,3,7,81,424,355,-23,319,-48,28,242,1060,164,443,371,157,261,-201,-2,41,1450,111,344,153,919,432,69,-57,108,50,782,67,7,-590,30,1349,-245,617,155,-77,74,91,-5,103,167,610,425,1368,-162,34,523,563,40,82,498,768,45,291,DLBCL
-86,22,173,59,38,-164,242,638,-114,260,-1109,-212,-260,370,125,59,-212,391,622,27499,-102,-285,226,615,130,18,217,102,208,-50,1120,-36,105,452,-141,624,34,-130,43,-114,128,-583,411,116,64,295,215,510,-27,233,-38,80,253,446,359,667,983,299,176,-212,128,16,1065,57,512,315,377,299,-272,128,231,478,1020,109,-70,-279,162,905,-226,1354,327,-68,75,201,-228,539,41,269,823,983,398,96,610,578,-34,116,304,516,-496,146,DLBCL
-201,-68,100,10,757,135,252,1002,-136,1284,-886,-38,-388,306,542,77,18,575,173,23768,-120,-180,809,401,422,361,84,-193,403,-194,732,33,435,66,-90,144,-108,-1131,10,43,201,-966,261,-38,151,397,-43,1570,-29,283,-50,-43,524,849,169,931,656,302,627,-396,-18,14,1428,216,108,80,484,504,-9,159,121,-75,410,-26,-9,97,10,1255,-154,765,190,-92,83,103,-319,599,-33,319,1029,4024,364,-33,1036,450,16,200,1459,962,271,261,DLBCL
-62,-22,478,-3,2548,-98,540,217,-160,554,-1532,-286,-537,164,260,161,-38,1219,1134,22723,-116,-257,1701,347,548,443,102,575,678,-172,2376,179,822,104,-311,706,8,1000,72,301,250,-1026,526,70,246,566,333,2584,448,621,-6,-6,2086,1506,1567,1494,489,350,919,-590,2,7,3420,233,578,158,4301,1873,314,-35,273,-98,1092,201,-83,503,111,2974,-365,4107,250,-147,243,46,20,739,425,1274,838,4464,738,132,607,1065,191,1299,667,1990,-312,194,DLBCL
-52,8,163,12,1787,39,264,104,-188,1174,-1728,-268,-243,242,366,196,10,594,817,22288,-78,7,888,805,197,-224,103,101,404,-134,1048,122,268,177,-136,280,39,509,97,33,185,-1393,423,84,267,302,65,1217,161,454,-21,100,407,1054,385,1071,643,314,474,-133,22,-9,2291,270,740,174,784,693,31,57,208,84,1143,15,-44,704,55,1763,-456,1391,325,-130,95,-78,-242,584,-19,895,1021,3766,352,9,786,1154,57,217,637,1563,165,268,DLBCL
-223,5,1271,212,370,320,1997,909,-141,1315,-611,75,-389,369,219,387,39,1725,753,21133,-127,134,7034,388,91,703,76,-578,782,-80,3928,50,1728,143,-109,221,-83,-1168,4,36,41,-704,1305,-79,88,472,-142,3417,16,1169,-107,-216,1167,2556,1478,3244,1320,92,1247,-240,-336,-50,2598,-43,290,-31,1786,1319,1164,16,86,-67,607,128,-47,-343,55,3037,-101,1383,60,-117,127,329,-638,986,-74,1039,-539,1797,704,-257,2277,787,21,325,-249,1350,-800,181,DLBCL
-108,28,212,19,5537,575,458,525,-9,1254,-710,-163,-563,-140,919,70,-12,1692,717,21389,-83,-37,1725,424,674,513,45,166,590,-45,1406,487,1296,56,-100,965,37,212,83,184,253,-1070,636,30,306,468,134,3382,677,740,-37,-43,476,798,1335,942,4623,150,567,-483,6,25,2689,485,503,113,2426,1076,475,-259,141,380,738,94,15,-10,-7,3049,-124,6418,151,-62,526,230,-1,425,158,830,1322,7835,780,112,2514,841,142,1868,1286,3070,116,225,DLBCL
-567,-47,406,165,226,-141,245,2499,-103,2046,-3369,-250,-784,2098,-146,184,-472,354,42,20786,-42,-604,1493,259,481,378,217,-326,288,-401,770,118,789,278,-146,689,-66,-666,28,-99,349,-1072,576,-51,-33,-28,250,439,-4,562,9,-155,751,576,236,2452,1880,595,453,-1578,-89,-56,-47,-28,817,373,137,524,-127,-463,453,-122,1474,-56,-127,-524,18,1686,-344,1398,373,-231,80,255,-297,609,-4,1157,1124,2518,826,103,789,1001,222,-42,269,-47,14,240,DLBCL
-68,-37,478,-8,3934,438,547,458,-33,1017,-1823,-181,-349,290,564,101,135,1131,1201,18964,-32,-49,1091,392,372,409,30,152,255,-65,934,306,955,100,-55,331,1,333,60,83,146,-722,643,30,235,521,180,3514,167,490,-52,-33,775,1334,720,532,3785,171,596,-523,-2,-8,2036,251,421,205,1451,611,140,130,102,416,416,65,33,181,256,2304,-147,1636,77,-93,288,301,-42,358,108,438,896,7891,624,-18,1818,484,25,1015,1943,1667,904,202,DLBCL
-23,-10,616,30,1772,763,595,830,106,802,-954,-9,-177,403,176,1515,32,863,1454,23417,-28,-21,2779,252,46,479,72,492,315,-21,1309,45,2341,63,-3,136,-1,205,40,-3,133,-179,1096,11,129,652,51,1437,170,506,25,-14,1362,690,941,2199,4675,138,616,-99,-46,8,1173,69,2706,111,1548,1318,481,-247,139,33,681,167,-36,1013,44,2485,-61,779,58,-84,88,185,-133,863,-38,578,223,5930,124,127,1222,462,16,336,-95,905,232,261,DLBCL
-21,19,575,78,1071,601,1613,1084,-13,1424,-1089,-175,-86,550,532,103,41,1292,1895,19018,-103,122,3757,470,544,430,52,142,240,-3,1121,125,2237,128,-25,211,-18,443,35,90,153,-194,1675,-6,166,1584,20,1734,277,1039,-53,-116,1087,2152,577,2351,3786,115,852,-131,-23,-23,1553,143,289,380,1503,808,696,-36,126,-2,1161,49,45,533,118,2346,-138,818,54,-85,155,399,48,892,-90,1203,575,3323,510,-1,1628,752,441,392,-22,985,232,194,DLBCL
-107,-37,349,46,1140,-69,477,1481,-189,867,-4155,-637,-966,730,355,180,-200,776,1353,19723,0,-241,2726,1108,421,157,430,151,154,-224,1754,404,381,555,-395,1204,93,224,84,-221,558,-2246,483,125,160,602,-340,1501,148,1204,-130,26,314,937,864,2191,4772,357,323,-977,46,5,861,119,774,427,349,480,-660,-1155,573,69,1431,23,-264,-1187,165,1489,-171,1865,564,-78,177,541,-840,1175,69,-5,654,3008,-72,-17,922,628,183,-247,453,416,-410,436,DLBCL
-133,-18,47,20,1207,205,192,323,-75,463,-699,-134,-172,439,240,93,-52,366,758,20027,-69,-52,786,426,70,-94,165,79,122,-91,747,10,435,134,-147,259,57,-345,60,-4,142,-435,403,8,37,234,43,1203,122,385,-25,9,530,515,398,794,802,211,441,-115,-37,15,1476,402,301,257,1045,353,99,-314,130,-139,488,63,-75,-187,54,957,-286,991,103,-48,3,15,155,178,15,27,581,1927,89,70,547,721,-10,567,735,1205,48,177,DLBCL
-399,-46,228,11,1965,265,545,90,-48,1311,-1592,80,-339,104,797,79,-58,680,1189,20494,-86,-197,2838,262,459,52,57,-173,243,-68,561,312,623,44,-130,265,-76,-1082,-3,24,212,-881,605,4,129,448,148,1883,262,431,-66,-106,494,1062,956,1272,1059,274,852,-450,-60,-52,1600,211,398,184,1412,581,830,-39,104,-121,453,-105,-43,-325,17,2160,-173,1375,-23,-102,78,63,-179,395,-33,645,-729,2947,455,-43,522,933,29,523,837,1641,27,-391,DLBCL
-202,-51,-92,0,1570,392,488,669,-87,209,-411,-68,-190,22,488,186,25,957,699,18472,-84,-71,3062,255,-97,71,-4,-196,471,-88,509,64,996,-3,-131,92,-63,-739,3,221,106,-205,548,-69,152,611,140,1802,322,468,-57,-60,846,1069,1185,1395,778,172,533,-208,-217,-40,1899,248,264,52,2716,869,552,121,8,-102,358,-16,-38,-53,7,695,-52,1185,120,-64,211,146,-13,414,-27,855,66,5384,534,-18,1236,833,283,790,69,2307,-87,121,DLBCL
-425,-61,125,71,615,111,199,702,-252,490,-1271,-100,-215,824,333,74,-112,369,250,18338,-170,-180,738,95,336,-40,110,-245,280,-193,729,-35,379,71,-31,226,-52,-561,17,97,184,52,257,-61,-59,208,199,1034,149,337,-71,-88,504,906,704,1276,171,433,455,-579,-64,-60,1242,111,433,237,688,506,131,198,139,-149,500,-6,-49,-252,1,903,-104,1377,171,-105,33,184,-286,278,-31,498,786,1978,560,-25,481,664,100,674,177,1138,-568,-40,DLBCL
-22,-38,874,-12,1569,289,588,1005,28,811,-905,-69,-208,377,338,429,8,637,1118,20456,-12,42,1894,299,227,711,90,48,187,-36,1005,147,1375,16,-33,-5,15,486,19,-23,95,-124,1279,39,138,616,-52,1381,259,660,-46,-19,1046,771,541,1331,1726,148,482,-91,-8,47,1408,64,252,228,1004,804,357,212,80,-76,736,74,-23,35,22,1705,-105,991,105,-101,47,235,-99,729,-39,531,201,4880,186,127,1843,500,238,341,-59,650,366,230,DLBCL
-27,5,112,45,1139,152,125,318,-4,586,-614,-142,-335,27,138,58,55,377,180,14578,-21,-102,816,240,22,36,24,75,126,-24,623,150,322,25,-83,276,56,384,86,49,133,-1242,221,79,132,129,460,994,160,285,-31,2,337,823,325,210,1698,11,332,-173,4,32,1065,136,298,118,927,741,145,351,64,42,287,11,-29,-49,-7,1057,-48,983,81,-44,29,120,-211,52,-25,230,-66,1804,-123,78,634,539,21,108,785,1385,495,108,DLBCL
