@relation panc-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S222

@attribute X184 numeric
@attribute X231 numeric
@attribute X254 numeric
@attribute X767 numeric
@attribute X1659 numeric
@attribute X2282 numeric
@attribute X2845 numeric
@attribute X3029 numeric
@attribute X3145 numeric
@attribute X3557 numeric
@attribute X4326 numeric
@attribute X5453 numeric
@attribute X6028 numeric
@attribute X6787 numeric
@attribute X8295 numeric
@attribute X9550 numeric
@attribute X10303 numeric
@attribute X10500 numeric
@attribute X11287 numeric
@attribute X12344 numeric
@attribute X12447 numeric
@attribute X12609 numeric
@attribute X14465 numeric
@attribute X14894 numeric
@attribute X15422 numeric
@attribute X15852 numeric
@attribute X16025 numeric
@attribute X16283 numeric
@attribute X16348 numeric
@attribute X17525 numeric
@attribute X17584 numeric
@attribute X17862 numeric
@attribute X18509 numeric
@attribute X19399 numeric
@attribute X19439 numeric
@attribute X20121 numeric
@attribute X20208 numeric
@attribute X21459 numeric
@attribute X22565 numeric
@attribute X22607 numeric
@attribute X22984 numeric
@attribute X24068 numeric
@attribute X24182 numeric
@attribute X24751 numeric
@attribute X24778 numeric
@attribute X24959 numeric
@attribute X26322 numeric
@attribute X26363 numeric
@attribute X26547 numeric
@attribute X27113 numeric
@attribute X27486 numeric
@attribute X27859 numeric
@attribute X28993 numeric
@attribute X30538 numeric
@attribute X31423 numeric
@attribute X31660 numeric
@attribute X32641 numeric
@attribute X33181 numeric
@attribute X33365 numeric
@attribute X33565 numeric
@attribute X34713 numeric
@attribute X35311 numeric
@attribute X35913 numeric
@attribute X36671 numeric
@attribute X37275 numeric
@attribute X38272 numeric
@attribute X38617 numeric
@attribute X38921 numeric
@attribute X38965 numeric
@attribute X39371 numeric
@attribute X39792 numeric
@attribute X40234 numeric
@attribute X40748 numeric
@attribute X42446 numeric
@attribute X42643 numeric
@attribute X43474 numeric
@attribute X44474 numeric
@attribute X44568 numeric
@attribute X44901 numeric
@attribute X45828 numeric
@attribute X46254 numeric
@attribute X46956 numeric
@attribute X47109 numeric
@attribute X48109 numeric
@attribute X48244 numeric
@attribute X48506 numeric
@attribute X48732 numeric
@attribute X49185 numeric
@attribute X49496 numeric
@attribute X50055 numeric
@attribute X51284 numeric
@attribute X52161 numeric
@attribute X52162 numeric
@attribute X52469 numeric
@attribute X52888 numeric
@attribute X52927 numeric
@attribute X53973 numeric
@attribute X54025 numeric
@attribute X54266 numeric
@attribute X54334 numeric
@attribute panc.columns.tissue {'normal pancreatic','PDAC tumor'}

@data
3.7308,7.14569,7.68767,3.53279,3.78963,3.90203,3.47257,3.58947,9.29703,7.70055,3.72837,2.94967,3.03558,4.64126,3.04208,4.41356,7.72084,9.44493,6.12608,5.33799,5.12192,6.7321,7.21588,5.74676,2.44221,7.71892,4.98137,5.30546,5.74681,9.39733,6.48943,7.28749,8.90954,4.46173,3.24895,5.33525,8.12888,9.1096,8.3201,7.89896,3.96338,9.02224,4.11629,4.17733,4.04843,2.69297,3.52076,4.64778,4.09343,9.42314,10.415,8.10878,4.86089,3.35931,4.96178,8.45979,7.38843,4.94268,4.51116,2.45488,7.76018,8.15277,6.30681,7.99402,6.09436,6.46315,5.58425,7.05007,6.79271,5.44956,6.08415,4.63683,6.32908,3.58481,4.49951,3.6953,5.52631,5.94712,6.84796,4.98058,4.02842,3.51852,2.94131,5.30195,5.66437,5.55102,5.25539,2.47807,5.85065,3.86723,3.53948,7.00493,5.7516,4.83335,3.81391,4.12616,4.82951,5.5276,6.11813,5.96656,'PDAC tumor'
3.77432,6.33684,7.39664,3.93309,3.76801,3.84404,3.71107,3.43643,8.72141,7.49669,3.414,3.02708,3.08651,4.36499,2.87063,4.08514,7.57781,9.07561,6.24199,5.36011,5.76176,6.79081,7.31735,5.591,2.43796,8.21885,4.68622,5.47641,5.93046,9.19731,5.979,6.37723,9.3749,4.29786,3.17551,5.4253,7.87035,8.8998,8.49662,7.5686,3.76942,9.36614,4.32456,3.75921,3.90559,2.79298,3.27843,5.17462,4.14475,9.40154,10.4071,8.31288,5.08794,2.75552,3.89765,8.04339,7.23311,5.08578,4.72446,2.29817,7.17898,7.80058,6.66233,7.93768,6.08894,6.80524,5.28023,6.8248,7.14561,5.06255,5.83096,4.46129,6.02713,4.41288,4.94897,3.97222,5.36314,7.84979,5.89512,4.83558,4.1918,3.57461,2.92524,4.88947,6.36934,5.47824,4.16929,2.49159,4.74278,3.47638,3.74481,6.1038,5.50324,4.68169,3.46039,3.91446,3.76828,4.69956,6.36513,6.06223,'PDAC tumor'
4.00852,6.09105,7.30793,4.0297,4.02374,3.98914,3.7042,3.45285,7.82156,7.19047,3.40829,3.06572,3.01042,4.44743,3.04559,4.50158,7.92865,9.05274,5.87965,5.41594,5.95937,7.22468,6.99265,5.85526,2.90574,7.15885,5.14945,5.36434,6.06093,9.16848,6.3456,6.11247,10.5266,5.10886,3.14971,7.55381,9.7391,8.76706,8.06901,7.11039,3.73958,9.04343,3.71591,3.43771,4.40025,2.80468,3.90248,8.45052,4.5654,9.26248,10.6509,7.9909,4.86798,3.11439,4.61245,7.60358,7.43293,5.4157,4.67392,2.51115,7.40093,7.51362,5.91685,7.86624,6.03674,6.06777,5.78135,7.49589,6.6702,5.7371,5.92413,4.67231,6.00635,3.77543,4.92223,3.96008,4.808,6.12964,7.86873,4.55746,4.08623,3.60598,2.84432,5.30209,6.56171,5.75663,4.02092,2.43962,3.17469,3.45285,3.67582,6.10314,5.17615,4.6814,3.5788,4.38919,4.30008,4.46663,7.21297,5.70884,'PDAC tumor'
4.10876,5.59682,7.30834,3.97258,3.72604,3.77728,3.60192,3.18969,7.61472,7.75375,3.77669,2.94761,3.02218,4.50306,3.32841,4.36196,7.54046,8.65938,6.06882,5.4266,5.42229,6.72584,7.5959,5.66638,2.67355,7.7616,4.85183,5.4523,6.27835,9.2672,6.54088,6.08584,9.98499,5.07264,3.11865,8.59929,9.75987,8.6712,8.4815,7.1808,3.4936,9.31162,4.27057,3.88397,3.93203,2.89664,3.50955,4.9325,4.32797,9.45396,10.1035,8.36906,5.17423,3.0921,3.84894,7.74239,6.92708,5.22515,4.96978,2.32033,7.29982,7.93259,6.61911,8.26962,5.60078,6.90872,5.0936,6.73766,6.61804,5.3894,7.11752,4.85297,6.32791,3.95471,5.04879,3.91404,5.36135,6.77662,6.61423,4.85804,3.98846,4.02696,2.82037,5.10793,6.53327,5.2251,4.29765,2.67765,3.60522,3.52497,3.5798,6.26862,5.38074,5.10307,3.59066,4.42897,4.50566,8.17004,7.15398,6.19181,'PDAC tumor'
4.28719,5.66865,7.20411,3.33788,3.25931,3.90287,3.97636,3.40322,8.62826,7.19545,3.91398,3.17194,2.99996,4.60477,2.98121,4.88741,7.17757,9.10326,6.18772,5.99118,5.51601,6.74848,7.34772,5.8409,2.66202,7.73663,4.60633,5.64561,6.22727,8.69808,6.03181,6.35458,9.0599,4.62992,2.91851,5.49311,7.34334,8.94175,8.0408,7.04676,4.3063,9.12068,4.52661,3.60591,3.87471,2.84536,3.71725,5.70086,4.41906,9.0915,10.4013,8.17006,4.98258,3.54044,3.90981,7.1795,6.748,5.75159,4.94587,2.35042,7.09953,8.02307,6.80087,8.06775,5.65905,6.63847,5.29759,6.041,6.3231,5.47499,7.13603,5.06387,6.54444,3.82938,4.77754,4.33093,5.49745,8.16322,5.11029,5.28882,4.32272,3.61135,2.6824,5.02296,6.45377,5.61604,4.51563,2.78591,3.17204,3.56902,3.6717,6.22003,5.24906,4.92159,3.80425,4.60121,4.51509,4.79925,5.26928,6.14176,'PDAC tumor'
4.39274,5.65446,8.03235,3.71044,4.62568,3.7352,3.53507,3.08265,8.02114,7.94985,3.587,2.91819,3.34052,4.37841,2.95315,4.41522,8.07133,9.33167,5.75706,5.46644,6.64008,7.17816,7.18389,6.13181,2.78293,7.44911,4.75488,5.40061,5.92243,9.05623,7.72471,5.81978,10.2224,5.20859,3.00977,8.25783,9.83883,8.49191,8.67101,7.34211,3.57161,9.26857,4.03708,3.56437,3.70877,2.84039,3.55525,4.99969,4.13024,9.43825,10.2542,8.33292,4.73779,3.42812,3.39274,8.60749,7.34759,5.07745,5.00355,2.45465,7.99074,8.07152,6.31381,8.02534,6.03228,6.76094,5.52614,7.4764,6.53408,5.60374,6.67036,4.83347,6.43353,4.01393,4.83061,3.78036,5.08646,7.40503,7.64922,4.85203,3.89124,3.94371,2.89098,5.18224,6.48756,5.58418,4.10283,2.64303,5.03336,3.27021,3.57332,6.74854,5.12957,4.49889,3.50224,4.19523,4.62836,4.72084,8.37849,6.15069,'PDAC tumor'
3.73822,6.15577,7.22839,3.22243,3.52482,3.80553,3.48026,4.02337,8.44464,8.02562,3.36044,2.84334,2.87996,4.77111,3.34504,4.18393,7.943,9.08372,6.58685,4.93599,4.72826,6.79487,6.73729,4.98565,2.67013,8.09019,4.78129,5.19776,5.67437,9.14955,5.64862,6.53343,9.07635,6.20054,3.60751,5.87187,7.19317,9.44129,8.45199,7.48378,4.26092,9.36903,4.08595,3.38034,4.04176,2.84542,3.52666,4.47339,4.25984,8.93909,10.0572,8.59547,4.50546,3.03957,4.07983,8.21415,7.30831,5.31843,4.27856,2.58586,7.80531,7.91629,7.298,8.25041,6.80528,7.05608,5.72509,7.02686,7.38594,4.93271,7.5833,4.73698,6.50377,4.16639,4.44645,4.04097,6.06992,8.27931,6.32155,5.05029,4.14733,3.91374,2.82499,4.52828,6.40572,5.20323,5.07983,2.74523,3.71915,3.58273,3.31185,6.30181,5.14818,5.2471,3.3739,4.04817,4.60465,3.87017,5.70033,6.63541,'PDAC tumor'
3.88483,5.85245,7.39548,3.69937,3.27759,4.59562,3.49355,3.51187,8.31393,7.60761,4.05087,3.23946,3.02182,4.43502,3.02165,4.22538,7.68406,9.04231,6.37356,5.07252,5.22197,7.02632,7.13714,5.603,2.93017,7.11272,5.04717,5.64825,5.94999,9.12931,6.31901,6.51965,9.8353,4.98565,3.2566,9.23508,8.75791,9.05065,8.52474,7.30143,3.62401,9.44484,4.24624,2.93572,4.04864,2.83377,3.76436,5.76633,4.19624,9.2738,10.4305,8.56792,4.71787,3.13992,4.05425,8.06313,7.13923,5.35159,4.52957,2.60261,7.66342,8.11585,6.9976,8.06729,6.02901,7.01364,5.34532,6.75336,7.33763,5.39867,6.65303,4.57558,6.41212,3.88019,4.85339,3.96748,5.68357,7.70729,6.81846,5.14251,3.94358,4.08119,2.87321,5.48855,6.24589,5.53478,4.60164,2.68899,5.20034,3.49355,3.4989,6.37,5.42603,4.53603,3.62401,3.88381,4.85845,8.42083,7.22429,6.47196,'PDAC tumor'
3.77525,5.46386,7.6482,3.75979,3.47244,4.25463,3.79824,3.2514,7.02015,7.62672,4.58429,2.88306,3.36136,5.29199,2.86978,4.41134,7.98098,8.98845,6.19872,5.52931,5.35605,6.72909,7.76898,6.04805,2.76808,7.58297,5.04186,5.5734,6.0887,9.02233,6.74297,6.1347,10.5031,5.12947,3.17291,8.86087,9.93912,8.88432,7.91548,7.05684,3.77119,9.09319,4.33838,3.30335,4.39198,2.88099,3.6201,5.40611,4.6226,9.12959,10.0634,7.90295,4.93364,3.21903,3.64714,7.67084,7.1395,5.18399,4.75433,2.34317,7.475,7.76791,6.64715,8.3013,5.29943,5.75433,5.36773,6.24745,6.63444,5.59904,6.8859,4.8625,6.41739,3.75693,5.25844,4.16512,5.55359,6.95147,7.67283,4.81269,4.24815,4.04621,2.90462,4.69851,6.36267,5.70911,3.89191,2.41537,4.37577,3.41813,3.76911,6.30577,5.43703,4.6379,3.62676,4.44004,4.48909,4.50606,7.02993,6.30978,'PDAC tumor'
3.67544,6.11737,7.50186,3.99164,3.68245,3.52419,3.33258,3.17399,8.05102,7.66469,3.84106,2.86635,2.86853,4.45903,2.74514,4.34499,7.65915,9.13083,6.27721,4.91083,5.58911,6.97962,6.9195,5.69645,2.86111,8.48162,4.69504,5.15759,5.9128,9.30436,6.29933,6.72198,10.0056,5.55983,3.38959,9.87083,9.62538,8.7438,8.65022,7.28239,3.60306,9.11773,4.11856,3.66471,3.58939,2.66476,3.34912,4.79263,4.17522,9.39953,10.3456,8.73141,4.51743,3.25675,4.41209,7.94249,7.29694,4.66858,5.08523,2.41927,7.99597,8.15821,6.78272,8.54192,5.92837,7.02207,5.56718,7.29472,7.3305,5.41962,7.46454,4.65723,6.13651,4.17602,4.88458,3.86594,4.82004,7.96963,7.21022,4.8708,3.91507,4.24741,2.83194,5.3851,6.43949,5.30951,4.45372,2.49208,4.29194,3.61739,3.61575,6.62426,5.08749,5.05143,3.68572,4.17512,4.64075,4.55702,7.22372,6.5254,'PDAC tumor'
3.743,5.76962,7.3062,3.90161,3.68134,4.32786,3.7391,3.42687,7.40846,7.58043,3.90582,3.07681,3.16642,4.69182,2.98725,4.27818,7.7644,8.77073,5.96203,5.13755,5.3321,6.60505,7.19864,5.82399,2.64017,7.77739,4.99635,5.59187,6.13666,8.91169,6.17096,6.26029,9.87232,5.9199,3.17291,10.2553,9.5516,8.69004,8.53311,7.03551,3.73344,8.91952,4.36394,3.24247,4.18595,2.87554,3.90861,5.62811,4.08587,9.21011,10.0575,8.4735,5.06096,3.21073,3.60394,7.89524,6.92305,5.30183,4.94283,2.35668,7.45388,8.00768,6.78727,7.43326,5.66835,6.08471,5.43875,6.37677,7.06531,5.52197,6.82254,4.85989,6.63815,3.9378,5.22626,3.81824,5.18435,7.00358,6.68027,4.99588,4.19492,3.76289,2.98005,4.72417,6.16243,5.68687,4.38381,2.42569,5.45603,3.53577,3.72277,5.83302,5.27093,4.85903,3.58159,4.13457,4.66877,4.1687,6.80248,6.16079,'PDAC tumor'
3.68621,5.5861,7.44439,3.67159,3.55339,3.76028,3.25107,3.21587,7.94096,8.31618,3.73748,2.99885,3.07428,4.44485,2.79454,3.96563,8.04984,9.06792,6.21758,5.34019,5.11637,6.83636,6.7721,5.81465,2.63613,7.80884,4.58812,5.06136,5.6871,9.11014,6.90283,6.11845,10.2369,6.14379,3.08377,8.30576,9.31981,8.99069,8.51618,7.1937,3.57862,9.35229,4.02867,3.36491,3.74075,2.67516,3.53017,4.69725,3.52916,9.31292,10.0258,8.38013,4.73676,2.98043,3.76319,7.805,6.90377,4.75905,4.41664,2.30769,7.76488,8.32677,7.05719,8.44895,6.20325,7.22447,5.10465,6.34985,7.47498,5.2011,6.32879,4.46378,6.01079,3.77322,4.39271,3.67497,6.11037,7.94326,7.33065,4.79373,4.25899,4.18673,2.81513,5.56812,6.76183,5.05977,4.27382,2.54795,5.51025,3.35859,3.55439,6.70646,5.1147,5.311,3.52194,3.96004,5.02116,5.04329,7.16804,6.76116,'PDAC tumor'
3.78322,6.44265,7.86321,3.08587,3.8128,4.09845,3.52584,3.29545,7.95261,7.75594,3.59301,3.00943,2.93089,4.39645,3.00391,3.82852,8.03752,8.99723,6.24203,5.84368,5.637,7.24674,5.46399,5.10826,2.71785,7.74666,4.55922,5.28286,6.08361,9.10574,6.37833,5.88209,10.0848,4.75971,3.05577,7.37892,8.61213,8.95253,8.06649,7.40229,3.40711,9.613,3.8606,3.36145,3.90161,2.71915,3.31691,4.7569,3.92493,9.49336,10.4045,8.27431,4.57203,3.22463,4.26738,7.85799,7.44353,5.01385,4.5377,2.43903,7.3655,8.5785,6.99938,8.33533,6.11328,7.07788,5.52777,6.28522,7.25804,4.91465,6.55371,4.66541,6.14791,3.61909,4.52712,3.4449,5.73675,7.93406,6.04501,4.70402,4.02177,3.65476,3.08944,4.77126,6.25484,5.2646,4.22004,2.57596,3.42063,3.3206,3.39649,6.37708,4.96797,4.48789,3.40936,4.10927,4.59777,4.47567,6.90256,6.20247,'PDAC tumor'
