@relation panc-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S1

@attribute X1268 numeric
@attribute X1280 numeric
@attribute X1960 numeric
@attribute X2596 numeric
@attribute X2929 numeric
@attribute X3476 numeric
@attribute X3566 numeric
@attribute X4223 numeric
@attribute X4295 numeric
@attribute X5568 numeric
@attribute X5664 numeric
@attribute X6983 numeric
@attribute X7173 numeric
@attribute X7968 numeric
@attribute X7989 numeric
@attribute X8257 numeric
@attribute X10811 numeric
@attribute X11066 numeric
@attribute X11666 numeric
@attribute X14475 numeric
@attribute X14528 numeric
@attribute X15188 numeric
@attribute X16568 numeric
@attribute X16882 numeric
@attribute X16971 numeric
@attribute X17047 numeric
@attribute X17548 numeric
@attribute X18645 numeric
@attribute X19308 numeric
@attribute X19496 numeric
@attribute X20017 numeric
@attribute X20095 numeric
@attribute X20363 numeric
@attribute X20985 numeric
@attribute X22362 numeric
@attribute X22821 numeric
@attribute X23838 numeric
@attribute X24327 numeric
@attribute X24415 numeric
@attribute X24571 numeric
@attribute X25283 numeric
@attribute X25876 numeric
@attribute X27034 numeric
@attribute X27052 numeric
@attribute X27610 numeric
@attribute X27651 numeric
@attribute X27671 numeric
@attribute X28186 numeric
@attribute X28436 numeric
@attribute X28530 numeric
@attribute X28615 numeric
@attribute X29174 numeric
@attribute X29197 numeric
@attribute X29360 numeric
@attribute X32156 numeric
@attribute X33422 numeric
@attribute X33493 numeric
@attribute X34115 numeric
@attribute X34257 numeric
@attribute X34417 numeric
@attribute X35278 numeric
@attribute X35580 numeric
@attribute X36180 numeric
@attribute X37339 numeric
@attribute X37804 numeric
@attribute X38002 numeric
@attribute X40554 numeric
@attribute X40691 numeric
@attribute X40724 numeric
@attribute X40816 numeric
@attribute X40920 numeric
@attribute X40999 numeric
@attribute X41455 numeric
@attribute X41592 numeric
@attribute X42721 numeric
@attribute X42809 numeric
@attribute X44104 numeric
@attribute X44665 numeric
@attribute X45042 numeric
@attribute X46314 numeric
@attribute X47655 numeric
@attribute X47717 numeric
@attribute X47943 numeric
@attribute X48189 numeric
@attribute X48436 numeric
@attribute X49119 numeric
@attribute X49517 numeric
@attribute X49826 numeric
@attribute X50006 numeric
@attribute X51912 numeric
@attribute X52015 numeric
@attribute X52383 numeric
@attribute X52717 numeric
@attribute X53353 numeric
@attribute X53675 numeric
@attribute X53783 numeric
@attribute X53812 numeric
@attribute X54010 numeric
@attribute X54301 numeric
@attribute X54482 numeric
@attribute panc.columns.tissue {'normal pancreatic','PDAC tumor'}

@data
6.64538,6.83975,3.72955,4.88127,5.64635,6.55887,4.95547,4.82578,2.67558,4.94643,3.75261,6.00396,4.07512,4.17848,3.0786,4.15917,7.7755,8.80653,8.96636,8.50682,5.99693,8.08093,8.88366,5.18967,4.71546,6.46538,7.28311,8.49524,10.5717,3.90262,3.26584,3.15606,5.85123,5.96199,7.07992,7.49703,5.6933,6.34263,3.29692,4.84447,7.77235,3.58967,8.10322,9.15653,6.09151,6.18034,7.37087,8.55848,7.06333,5.8784,5.75999,6.63166,3.17161,3.00308,7.87241,3.15579,4.618,10.3103,6.51392,9.4481,8.31764,7.38288,7.94296,6.27149,7.17397,4.52151,4.54287,5.63115,4.13091,4.96326,2.62131,4.22893,3.47993,4.81951,4.4692,7.39187,3.29642,3.76969,8.04533,5.19174,4.89672,4.63354,4.81951,5.7925,6.69507,4.81636,3.35414,5.32761,4.01789,5.92492,4.34493,3.47032,6.07015,3.60418,3.90766,4.4605,4.51041,5.81758,4.63625,6.27808,'PDAC tumor'
6.09464,6.08649,3.54549,5.03299,5.5698,5.87065,5.00522,4.58716,2.81984,6.04618,3.93471,6.18917,3.94842,4.13731,3.07858,4.08514,7.42712,10.3538,9.08159,8.64296,6.21838,7.80138,8.90004,5.02312,3.73273,6.21846,7.13658,9.39122,10.3627,4.28917,3.40937,2.90011,5.34991,5.92595,7.40095,8.41371,5.78763,6.10679,3.76614,4.93972,6.87366,3.72669,7.91317,8.98379,6.76405,6.03851,7.45704,9.46883,6.95411,6.30255,5.76985,5.66379,3.51572,3.73971,8.35792,2.95814,4.52376,9.06835,7.04986,9.17333,8.90763,7.23004,7.58857,7.13089,7.22282,4.59779,4.77246,5.51567,4.05283,5.09265,2.64651,4.27027,3.39362,4.60001,4.46146,7.04058,3.216,3.76732,8.13134,5.99449,4.93283,4.87373,4.54646,5.33218,5.81468,4.47323,3.36803,5.35567,3.87461,5.24412,3.98234,3.93905,5.82812,3.32657,3.90282,4.06304,4.3307,6.13603,4.63082,6.31519,'PDAC tumor'
6.35945,6.5638,3.56621,5.2051,5.09539,6.14938,5.2911,4.86294,2.47784,4.71194,3.99215,6.25759,4.10145,4.25435,3.28332,3.76244,8.23846,9.24262,9.25561,7.17753,6.27903,8.01212,9.53133,5.29925,12.9281,5.75345,7.49075,8.82576,9.01127,4.29267,3.62865,3.13727,5.34345,5.59688,6.60487,6.97377,5.24299,6.10296,3.30067,4.73622,6.88927,3.92292,8.10938,9.19136,6.80752,6.84729,7.69013,7.85083,6.43771,6.02025,5.9472,6.07656,3.6194,7.10913,7.32858,3.16945,4.86798,8.336,7.90234,8.64722,9.43439,7.26632,6.61972,7.05783,6.84675,4.30651,4.36738,5.50348,4.23324,5.34825,2.6254,4.5186,3.46779,4.47856,4.899,7.13002,3.10847,4.11125,7.821,5.85389,4.28791,4.90408,4.69629,5.2911,4.86219,4.42349,3.2759,5.07394,3.86038,6.29468,4.04939,3.40086,5.90581,3.46529,3.55206,3.93208,4.43527,5.84129,4.84053,6.48396,'PDAC tumor'
6.42892,6.3238,3.7307,5.00061,5.50425,6.17899,5.08325,4.97203,2.68615,4.91037,3.74524,6.12165,4.19887,4.37302,3.08718,3.69063,8.37167,9.76657,9.0249,7.50087,5.98298,7.72828,9.4067,5.12354,3.57328,6.30231,6.83778,9.34781,9.54554,4.29368,3.68213,3.28736,5.5023,5.87742,7.31416,8.70611,5.78963,6.15342,3.5687,5.0858,7.84444,3.66815,8.19592,9.13592,6.18645,6.07245,7.64154,9.34879,6.8309,5.78031,5.57192,5.69279,3.50811,3.14506,7.60498,3.00599,4.79232,9.28564,7.81976,9.29487,9.37136,7.24356,6.70558,7.63811,7.0387,4.52891,4.453,5.41521,4.24643,5.96196,2.54477,4.24608,3.63057,4.95435,4.53969,7.25923,3.17011,3.88848,8.02002,6.92289,5.17812,4.98614,4.54894,5.21822,4.95208,4.77158,3.3949,5.32267,4.11649,4.04925,4.19697,4.01308,5.66895,4.01599,3.76437,4.30257,4.47556,5.7598,4.89504,6.61052,'PDAC tumor'
5.70737,5.51577,3.72055,5.05657,4.92422,6.55713,5.39307,5.28755,2.70442,5.67584,4.6077,6.21175,4.30293,4.71787,3.72809,4.0773,7.85329,9.95577,9.22314,7.96647,5.6625,7.87635,9.27777,4.73423,3.91808,5.83991,6.78755,10.0051,9.81192,4.45302,3.69307,3.16966,5.48272,6.18396,7.72512,9.4657,5.82575,6.58129,3.50807,5.03757,7.64485,3.68742,7.70508,8.97013,6.35377,5.44855,7.63754,10.3226,6.42874,6.36375,5.72532,6.07704,3.63316,3.79718,8.41029,3.26179,3.61977,8.97849,7.24147,8.95822,8.6041,7.23073,7.17825,6.91373,6.57639,4.49627,4.38572,5.84672,4.35039,5.58389,2.56123,4.61774,3.66176,5.27252,5.08478,7.18974,3.05319,3.60231,8.27598,6.38881,4.88668,4.64504,4.34601,5.47633,5.50725,4.69571,3.58398,6.05734,4.08539,4.35753,4.05624,3.67108,6.34107,3.3073,3.81235,3.67114,4.33632,6.08899,4.96895,6.81566,'PDAC tumor'
6.18897,5.47368,3.55312,5.0404,6.11205,5.70293,5.35627,4.97731,2.64635,5.05828,3.59989,6.04434,3.85561,3.92648,3.07081,4.02588,8.77236,9.73393,8.72818,7.0838,5.94149,8.256,9.48844,5.83484,3.51268,6.26453,6.76419,9.14991,8.51848,4.04836,3.48671,2.84459,5.22689,5.77691,6.83221,8.18232,5.69589,6.67351,3.58286,4.77864,7.64431,3.73795,9.127,9.17105,7.17173,6.21289,8.2233,8.51221,7.25359,6.37125,6.56406,5.43789,3.45392,3.24337,7.19897,2.86011,4.6268,8.30939,7.90477,9.5774,7.83822,7.83747,7.19674,7.50109,8.05095,4.81319,4.75654,5.50238,4.1959,5.44663,2.63733,4.23879,3.34307,4.47403,4.44359,7.11911,3.01385,4.06435,8.16053,7.35811,4.61909,5.11524,5.83251,5.51496,4.58507,4.40191,3.53373,5.24733,4.0116,5.23398,3.49656,3.64062,5.78425,3.47738,3.75003,4.25888,4.77789,5.78596,4.79371,6.19557,'PDAC tumor'
5.82256,5.09929,3.78648,5.0171,5.60251,5.87528,5.39796,4.42026,2.87453,6.30599,3.71819,6.12394,3.97999,3.84633,2.99631,4.0844,8.28331,10.0509,9.38362,7.85388,6.3414,7.9225,8.90016,4.50207,3.95188,6.38127,6.94923,9.90947,9.57746,4.11119,3.43187,3.00365,5.56801,5.7821,8.05437,9.43021,5.65586,6.73344,3.26433,4.73854,8.20317,3.33857,8.06979,8.61191,6.78466,5.47674,7.34849,10.078,7.65627,5.84143,5.89304,6.13552,3.38773,3.17284,8.22368,2.81332,4.09484,8.26704,7.48298,9.38767,8.36694,7.56767,7.96341,7.90291,7.66147,4.68627,4.61738,5.39895,3.76005,5.09771,2.76515,3.86451,3.50537,4.71042,4.38771,7.16563,3.06419,4.21397,8.6249,5.72793,4.20749,4.92565,5.34967,4.72814,5.60634,4.14781,3.2556,5.65364,4.14288,4.65105,3.70937,3.89893,5.85009,3.24254,4.08379,5.24385,4.12162,6.07365,5.23699,6.18551,'PDAC tumor'
5.78097,6.20871,3.71577,4.78251,5.5693,6.21355,5.07725,4.83771,2.67297,4.83046,3.9667,6.15356,4.23385,3.94998,3.05379,4.12673,7.85673,9.41021,9.34295,7.26218,6.28231,7.93286,9.07023,4.8902,3.47013,6.23362,6.91715,9.46362,9.86378,4.20173,3.50645,2.88996,5.59573,5.55422,7.60484,9.47017,5.35106,6.50363,3.30121,4.43708,7.74384,3.4512,7.93855,9.18996,6.60678,6.24026,7.34026,9.47359,7.04786,6.01064,6.10253,6.12889,3.42056,3.17332,8.30176,3.08515,5.06757,9.55579,7.48215,9.35954,8.53102,7.25187,7.37385,7.46264,7.44514,4.62772,4.31346,5.58876,4.1893,5.50014,2.54629,4.12824,3.49047,4.76078,4.75884,7.12177,3.24709,3.57247,8.04635,6.70073,4.43109,4.772,4.57831,5.18645,5.85841,4.3372,3.4883,5.47199,4.15731,4.42311,4.17568,3.77349,5.91548,3.62799,3.92022,4.35493,4.13902,6.08134,4.95189,6.35008,'PDAC tumor'
5.63263,5.71068,3.80939,5.04691,4.9794,5.81155,4.77361,5.18287,2.58818,4.54418,3.95044,6.43591,4.46856,4.41835,3.33375,3.83108,8.30377,9.72163,8.90617,6.57545,6.11194,7.74795,8.98579,5.12954,3.51659,8.43129,6.77441,9.6052,9.25122,4.06099,3.32713,3.03104,5.28497,6.01532,6.76915,8.24414,5.68083,6.416,3.72618,5.14529,7.43384,3.57022,8.61232,9.35913,6.81059,6.4461,7.1947,9.25375,6.50569,6.05623,5.70101,5.657,3.59118,3.64926,7.84649,2.91756,4.48694,8.42311,7.83779,9.13917,8.93788,6.94977,6.67651,7.73163,8.03955,4.55191,4.44284,5.744,4.77435,5.78156,2.75791,4.61046,3.64646,5.03066,5.04691,7.268,3.38653,3.73296,7.82132,7.03527,5.05578,4.96712,4.56189,5.21683,4.96611,4.94397,3.49806,5.53301,4.15787,4.18657,4.19877,3.94361,5.97499,3.5531,3.62676,3.89462,4.64938,6.25245,4.88332,6.55902,'PDAC tumor'
6.54671,6.52078,3.56089,4.83795,4.99257,5.92444,4.96601,4.86161,2.82537,5.44428,3.93352,6.04327,4.04597,4.00087,3.07833,4.57059,8.07169,9.80557,9.33885,7.30831,6.0806,7.97313,9.03335,4.78845,3.46276,6.36563,7.04526,9.61216,9.97864,4.10885,3.5575,2.98655,5.73616,5.69913,7.44789,8.85782,5.52329,6.43759,3.52027,4.68096,7.11672,3.64525,7.74545,9.39953,6.81648,6.10115,7.60231,9.33813,7.34443,5.78393,6.515,5.77966,3.40232,2.82887,8.47314,3.09104,5.54447,8.18512,7.36053,9.42737,7.94512,7.23531,7.82187,7.3871,7.52999,4.4631,4.65317,5.32775,3.97422,5.26836,2.83953,3.98138,3.17169,4.67552,4.28696,6.93161,2.96664,3.60274,8.2474,6.92351,4.79677,4.80452,4.71127,5.53055,4.85393,4.31374,3.49732,5.56403,4.03212,4.3743,4.13225,3.61976,5.55727,3.38423,3.92007,4.92649,4.31379,5.8118,5.15749,6.18262,'PDAC tumor'
6.11979,5.18013,3.56991,5.00022,5.08335,6.08885,5.09528,4.93798,2.64932,4.04698,3.7492,6.10127,4.41481,4.52671,3.14192,3.77871,8.1418,9.63832,9.10825,6.98965,5.93894,7.67349,8.99655,5.03104,3.80342,6.27115,6.61902,9.97942,9.46543,4.14276,3.68023,2.97852,5.59327,6.07471,7.15171,8.39401,5.42082,6.1262,3.93315,5.19465,7.20762,3.7149,8.481,9.22777,6.45716,5.84062,7.20501,8.98469,6.60044,6.25035,5.55714,6.06277,3.57517,3.27199,8.01587,3.00837,6.06552,9.16241,7.71508,9.06458,8.03737,7.30405,7.35465,7.79993,7.341,4.4699,4.61891,5.45118,4.90476,6.0143,2.74272,4.57976,3.59732,4.76369,4.7246,6.89239,3.47492,4.31752,7.80897,7.12931,4.80378,4.77916,4.2807,5.18167,4.93355,4.8657,3.50776,5.97093,4.01275,3.92798,4.07688,4.16948,5.81263,3.68568,3.77876,4.81417,4.35264,6.49557,5.06602,6.71492,'PDAC tumor'
5.86515,5.23377,3.55247,4.70965,5.71867,5.52948,5.26392,4.62843,2.80106,6.01664,3.61015,6.01285,3.93399,4.28638,3.09265,3.93947,8.17773,10.2935,9.22727,7.3094,6.74561,7.75111,9.0328,4.98912,3.28602,6.48081,6.58424,9.18784,8.70393,4.02913,3.60598,2.78545,5.12322,5.77179,7.74549,9.25614,5.13084,6.48089,3.71586,4.96445,8.0149,3.68837,8.31422,9.12268,6.85599,5.99417,7.4197,9.90318,7.26541,5.76439,6.08262,5.92837,3.38474,4.07796,7.20646,2.99779,3.88326,8.54298,8.03813,8.89885,8.25441,7.47505,7.24726,7.93324,8.09896,4.74817,4.43792,5.03409,3.82038,5.49117,2.47259,4.39939,3.6699,4.43843,4.44367,7.0347,3.14657,4.34388,7.86327,6.55043,4.30679,4.86711,4.67665,5.22607,4.97403,4.84505,3.28277,5.42054,3.57767,5.57518,3.98584,3.66903,5.7528,3.5103,3.89049,5.1914,4.10116,5.95489,4.67831,6.22765,'PDAC tumor'
5.87403,4.20622,3.72974,4.85325,5.67019,6.38066,5.31628,4.66125,2.62059,4.82987,3.60778,5.78968,4.13723,3.99632,2.97924,4.15205,8.37532,9.73966,8.79206,8.26306,6.25516,7.86284,9.36011,5.1609,3.35441,6.68194,6.79359,9.43368,10.2128,4.09172,3.58228,2.97894,4.72619,5.65334,7.4745,8.61303,5.12136,6.57102,3.54406,4.57653,7.57809,3.35634,8.56501,9.16263,7.78701,5.82052,7.41127,9.00242,7.26169,6.09863,6.21898,6.17627,3.06422,2.9773,8.38245,2.97894,3.24825,8.67585,7.96406,9.11749,9.19793,7.48668,7.40229,6.94871,7.273,5.15697,4.59239,5.33836,4.20399,5.34617,2.55698,4.34223,3.20408,4.3861,4.46609,7.04826,3.05799,3.5171,8.19415,6.29091,4.46367,5.32196,4.84817,4.98412,5.70508,4.27001,3.32247,5.68719,4.11956,4.66792,4.04583,3.69751,5.51477,3.41334,3.87011,4.69103,4.43712,6.07196,4.9038,6.15689,'PDAC tumor'
